mshui0,gshui0,mshui9,gshui9,mrangqui0,grangqui0,mrangqui9,grangqui9,pwin0,pdraw0,plost0,pwin9,pdraw9,plost9,bf_idx_m,bf_idx_d,bf_idx_g,profit3,loss3,profit1,loss1,profit0,loss0,hot3,cool3,hot1,cool1,hot0,cool0,kwin
0.929,0.970,1.200,0.730,0,0.75,0,1.0,1.62,3.75,5.50,1.73,3.60,4.75,49.6,25.8,24.6,0.0,28.0,32.0,0.0,35.0,0.0,29.0,0.0,0.0,34.0,0.0,40.0,0
0.899,1.000,0.909,0.990,0,0.0,0,0.25,2.10,3.30,3.50,2.45,3.30,2.80,34.4,10.7,55.0,0.0,3.0,69.0,0.0,0.0,55.0,1.0,0.0,0.0,70.0,56.0,0.0,3
0.800,1.049,0.850,1.000,0,0.0,0.0,0.0,2.63,3.60,2.20,2.30,3.40,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1.080,0.820,1.069,0.830,0,0.25,0,0.5,2.00,3.30,3.75,2.35,3.30,3.00,39.0,36.3,24.7,0.0,21.0,0.0,6.0,31.0,0.0,17.0,0.0,7.0,0.0,0.0,31.0,0
0.875,0.975,0.875,0.975,0,0.5,0,0.5,1.83,3.20,4.75,1.85,3.20,4.75,60.4,22.7,16.9,0.0,47.0,46.0,0.0,57.0,0.0,50.0,0.0,0.0,44.0,0.0,63.0,3
0.925,0.925,1.100,0.774,0,0.0,0,0.25,2.30,3.40,3.00,2.63,3.20,2.63,20.4,18.3,61.3,100.0,0.0,46.0,0.0,0.0,78.0,0.0,42.0,0.0,47.0,78.0,0.0,3
1.049,0.800,0.899,0.950,0,0.25,0,0.25,2.05,3.50,3.40,2.40,3.25,3.00,22.7,45.0,32.3,32.0,0.0,0.0,42.0,0.0,5.0,0.0,32.0,41.0,0.0,0.0,0.0,1
0.925,0.925,0.975,0.875,0,1.0,0,1.0,1.53,4.00,6.00,1.50,4.00,7.00,68.2,12.9,18.9,0.0,38.0,73.0,0.0,59.0,0.0,44.0,0.0,0.0,75.0,0.0,69.0,3
0.774,1.100,0.925,0.925,0,0.0,0,0.25,2.38,3.50,2.80,2.40,3.30,2.88,31.5,40.9,27.6,1.0,0.0,0.0,22.0,19.0,0.0,0.0,3.0,23.0,0.0,0.0,18.0,1
0.950,0.899,0.750,1.125,0.25,0,0.25,0,2.80,3.50,2.38,3.30,3.40,2.15,22.1,26.8,51.1,40.0,0.0,24.0,0.0,0.0,44.0,0.0,41.0,0.0,25.0,44.0,0.0,0
0.800,1.000,0.975,0.825,0.5,0,0.5,0,4.20,3.30,1.80,4.33,3.10,1.95,62.7,15.3,21.9,0.0,113.0,48.0,0.0,27.0,0.0,102.0,0.0,0.0,48.0,0.0,25.0,3
0.850,1.000,0.774,1.100,0,1.0,0,0.75,1.53,3.80,6.50,1.44,4.00,8.00,56.2,19.1,24.7,0.0,28.0,56.0,0.0,43.0,0.0,31.0,0.0,0.0,59.0,0.0,51.0,1
1.000,0.850,1.024,0.825,0,0.5,0,0.25,2.20,3.40,3.20,2.00,3.50,3.60,25.5,54.8,19.6,24.0,0.0,0.0,72.0,33.0,0.0,0.0,21.0,70.0,0.0,0.0,39.0,0
1.149,0.725,1.024,0.825,0,0.25,0,0.25,2.30,3.20,2.90,2.50,3.00,3.00,30.1,41.1,28.8,100.0,0.0,0.0,20.0,13.0,0.0,0.0,10.0,25.0,0.0,0.0,16.0,1
0.875,0.925,0.800,1.000,0,0.25,0,0.5,1.75,3.60,4.75,2.00,3.40,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.899,0.950,0.875,0.975,0.25,0,0.0,0.0,2.60,3.10,2.80,3.30,3.40,2.15,11.7,43.9,44.4,64.0,0.0,0.0,30.0,0.0,24.0,0.0,66.0,28.0,0.0,28.0,0.0,0
0.975,0.875,0.774,1.100,0,0.5,0,0.25,2.00,3.20,4.00,1.85,3.60,4.00,25.5,40.1,34.4,16.0,0.0,0.0,26.0,0.0,5.0,0.0,20.0,27.0,0.0,6.0,0.0,3
0.875,0.975,0.975,0.875,0.25,0,0.0,0.0,2.88,3.00,2.63,3.20,3.00,2.40,34.4,43.2,22.4,0.0,12.0,0.0,36.0,31.0,0.0,7.0,0.0,32.0,0.0,0.0,32.0,3
0.899,0.950,0.975,0.875,0.25,0.0,0,0.0,2.88,3.00,2.63,3.40,3.30,2.15,28.4,24.9,46.6,16.0,0.0,28.0,0.0,0.0,34.0,0.0,19.0,0.0,30.0,34.0,0.0,0
0.800,1.049,1.149,0.725,0,0.0,0,0.5,1.91,3.30,3.50,2.40,3.30,2.88,22.6,28.1,49.3,30.0,0.0,14.0,0.0,0.0,50.0,0.0,32.0,0.0,15.0,49.0,0.0,3
0.875,0.975,1.100,0.774,0.25,0.0,0,0.25,2.30,3.20,2.75,3.10,3.40,2.25,18.0,17.6,64.4,52.0,0.0,49.0,0.0,0.0,72.0,0.0,52.0,0.0,53.0,76.0,0.0,0
0.950,0.899,0.899,0.950,0,0.5,0,0.5,1.73,3.50,4.00,1.91,3.25,4.20,49.9,18.1,31.9,100.0,0.0,53.0,0.0,23.0,0.0,40.0,0.0,0.0,53.0,0.0,28.0,3
1.125,0.780,1.125,0.780,0.75,0,0.5,0,5.00,3.60,1.70,5.50,3.80,1.62,30.9,15.5,53.5,20.0,0.0,60.0,0.0,0.0,29.0,0.0,27.0,0.0,63.0,35.0,0.0,0
0.875,0.975,0.850,1.000,0,1.5,0,1.5,1.29,5.50,6.50,1.25,6.00,10.00,77.1,2.8,20.1,0.0,28.0,95.0,0.0,62.0,0.0,33.0,0.0,0.0,96.0,0.0,72.0,3
1.000,0.850,0.899,0.950,1.25,0,1.25,0,7.00,4.20,1.36,8.50,4.75,1.36,41.2,14.7,44.1,0.0,21.0,58.0,0.0,0.0,12.0,0.0,2.0,0.0,63.0,19.0,0.0,0
0.800,1.049,0.800,1.049,0.5,0,0.5,0,3.10,3.60,1.95,3.50,3.50,2.00,15.9,30.9,53.3,59.0,0.0,20.0,0.0,0.0,44.0,0.0,61.0,0.0,20.0,45.0,0.0,1
1.029,0.870,0.840,1.060,0,0.25,0,0.25,2.10,3.40,3.10,2.30,3.25,3.10,22.4,53.3,24.3,29.0,0.0,0.0,70.0,24.0,0.0,0.0,30.0,66.0,0.0,0.0,25.0,3
1.100,0.800,1.009,0.889,0,1.25,0,1.25,1.44,4.20,6.00,1.44,4.33,7.00,31.6,22.0,46.5,3.0,0.0,24.0,0.0,0.0,54.0,3.0,0.0,0.0,30.0,28.0,0.0,1
0.950,0.950,0.790,1.109,0,0.0,0,0.0,2.30,3.30,2.80,2.70,3.30,2.55,18.7,45.9,35.4,100.0,0.0,0.0,41.0,100.0,0.0,0.0,44.0,39.0,0.0,9.0,0.0,3
1.000,0.850,0.774,1.100,0,0.25,0.25,0.0,3.10,3.00,2.45,2.30,2.90,3.50,39.3,42.2,18.4,0.0,10.0,0.0,23.0,39.0,0.0,12.0,0.0,23.0,0.0,0.0,44.0,0
0.950,0.899,0.825,1.024,0.5,0,0.75,0,3.50,4.33,1.67,3.50,4.20,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.810,1.089,0.740,1.185,0,0.5,0,0.25,1.95,3.50,3.80,1.80,3.90,4.00,65.8,22.7,11.5,0.0,52.0,46.0,0.0,73.0,0.0,58.0,0.0,0.0,50.0,0.0,75.0,1
1.125,0.750,0.875,0.975,1.0,0,1.0,0,7.00,3.60,1.55,9.50,4.00,1.40,26.0,22.3,51.7,32.0,0.0,44.0,0.0,0.0,20.0,0.0,46.0,0.0,47.0,25.0,0.0,0
0.925,0.875,0.950,0.850,0,0.25,0,0.0,2.10,3.50,2.80,2.15,3.60,3.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1.250,0.625,0.825,0.975,0,0.0,0,0.0,2.30,3.40,2.60,3.00,3.50,2.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.899,0.950,0.975,0.875,0,0.5,0,1.0,1.44,3.80,7.00,1.83,2.63,6.00,34.9,45.2,19.9,0.0,0.0,0.0,19.0,42.0,0.0,0.0,0.0,25.0,0.0,0.0,52.0,3
0.825,1.024,1.100,0.774,0,1.0,0,1.25,1.44,4.33,7.00,1.44,4.20,7.50,58.0,19.3,22.7,0.0,28.0,57.0,0.0,50.0,0.0,32.0,0.0,0.0,59.0,0.0,60.0,1
0.800,1.000,0.975,0.825,0.25,0.0,0.25,0,3.50,3.25,2.10,3.25,3.10,2.30,23.7,25.2,51.1,36.0,0.0,29.0,0.0,0.0,47.0,0.0,37.0,0.0,30.0,46.0,0.0,1
1.049,0.800,0.975,0.875,0.75,0,0.75,0,4.00,3.75,1.67,5.50,4.00,1.57,19.7,20.0,60.2,53.0,0.0,55.0,0.0,0.0,36.0,0.0,60.0,0.0,57.0,43.0,0.0,3
0.774,1.100,1.024,0.825,0.25,0.0,0,0.0,2.80,3.30,2.50,3.60,2.50,2.60,17.8,58.8,23.4,46.0,0.0,0.0,66.0,33.0,0.0,0.0,50.0,68.0,0.0,0.0,33.0,1
0.750,1.049,0.950,0.850,0.5,0,0.25,0,3.20,3.25,2.10,3.60,3.40,2.05,17.8,38.6,43.5,44.0,0.0,0.0,16.0,0.0,17.0,0.0,48.0,14.0,0.0,21.0,0.0,1
0.950,0.850,0.975,0.825,0,0.0,0,0.0,2.80,3.00,2.50,2.75,3.20,2.63,34.8,37.4,27.8,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,13.0,0
0.899,0.899,0.800,1.000,0,0.0,0,0.0,2.50,3.20,2.60,2.63,3.25,2.63,14.8,60.9,24.3,53.0,0.0,0.0,88.0,23.0,0.0,0.0,54.0,92.0,0.0,0.0,24.0,0
0.950,0.850,1.024,0.774,0.25,0,0.25,0,3.20,3.40,2.05,3.40,3.25,2.15,16.7,58.9,24.4,52.0,0.0,0.0,79.0,20.0,0.0,0.0,53.0,84.0,0.0,0.0,23.0,3
0.750,1.049,0.725,1.075,0.25,0,0.75,0,3.80,3.60,1.80,3.00,3.40,2.30,33.1,18.8,48.1,15.0,0.0,48.0,0.0,0.0,46.0,0.0,17.0,0.0,48.0,42.0,0.0,3
0.850,0.950,0.875,0.925,1.0,0,1.25,0,7.50,4.50,1.36,6.50,4.10,1.50,25.4,33.7,40.9,40.0,0.0,18.0,0.0,0.0,14.0,0.0,45.0,0.0,13.0,14.0,0.0,0
0.950,0.850,0.975,0.825,0,1.0,0,1.25,1.44,4.33,6.00,1.50,4.10,6.50,50.7,24.9,24.4,0.0,23.0,37.0,0.0,44.0,0.0,26.0,0.0,0.0,40.0,0.0,53.0,1
0.825,0.975,0.750,1.049,0,0.25,0,0.25,2.00,3.20,3.60,2.05,3.25,3.75,54.4,23.6,22.0,0.0,52.0,39.0,0.0,46.0,0.0,47.0,0.0,0.0,38.0,0.0,47.0,0
0.825,0.975,0.825,0.975,0,1.25,0,0.75,1.57,3.60,5.50,1.36,5.00,8.00,41.2,12.5,46.3,0.0,10.0,63.0,0.0,0.0,47.0,16.0,0.0,0.0,66.0,21.0,0.0,1
0.899,0.899,1.149,0.675,0,0.75,0,0.75,1.80,3.40,4.00,1.67,3.60,5.25,67.8,11.9,20.4,100.0,0.0,72.0,0.0,52.0,0.0,55.0,0.0,0.0,73.0,0.0,58.0,3
1.075,0.725,0.875,0.925,0,0.0,0,0.0,2.55,3.10,2.63,3.10,2.90,2.50,16.6,52.6,30.8,49.0,0.0,0.0,57.0,7.0,0.0,0.0,52.0,60.0,0.0,0.0,8.0,1
0.850,0.950,0.750,1.049,0,0.25,0.25,0,2.88,3.00,2.40,2.20,3.25,3.30,57.9,23.9,18.3,0.0,54.0,33.0,0.0,47.0,0.0,58.0,0.0,0.0,33.0,0.0,51.0,0
0.700,1.100,0.774,1.024,0,1.25,0,1.0,1.40,4.33,6.50,1.30,4.75,12.00,40.8,18.9,40.3,0.0,9.0,41.0,0.0,0.0,43.0,13.0,0.0,0.0,46.0,4.0,0.0,1
1.100,0.700,0.675,1.149,0.25,0,0.5,0,3.00,3.40,2.15,3.60,3.50,2.00,17.6,29.7,52.8,49.0,0.0,19.0,0.0,0.0,40.0,0.0,53.0,0.0,18.0,42.0,0.0,0
0.975,0.825,0.950,0.850,0.5,0,0.5,0,4.00,3.40,1.83,4.50,3.50,1.80,23.1,18.4,58.5,46.0,0.0,54.0,0.0,0.0,45.0,0.0,49.0,0.0,55.0,47.0,0.0,0
0.750,1.049,0.600,1.299,0,0.0,0,0.0,2.10,3.30,3.20,2.50,3.25,2.80,22.2,44.6,33.2,31.0,0.0,0.0,36.0,0.0,5.0,0.0,33.0,37.0,0.0,4.0,0.0,0
0.800,1.049,0.675,1.250,0,0.25,0,0.25,2.25,2.88,3.10,2.10,3.20,3.60,43.9,39.3,16.8,0.0,28.0,0.0,7.0,56.0,0.0,25.0,0.0,10.0,0.0,0.0,56.0,0
0.825,1.024,0.825,1.024,0,0.5,0,0.5,1.91,3.40,3.60,1.85,3.50,4.20,56.4,20.0,23.6,0.0,41.0,48.0,0.0,41.0,0.0,45.0,0.0,0.0,50.0,0.0,45.0,0
0.825,1.024,0.700,1.200,0,1.25,0,1.0,1.50,4.00,5.50,1.36,4.75,8.50,57.2,23.3,19.5,0.0,21.0,46.0,0.0,58.0,0.0,26.0,0.0,0.0,52.0,0.0,65.0,1
0.925,0.925,0.825,1.024,0,0.5,0,0.5,1.80,3.50,4.00,1.95,3.50,3.80,56.5,29.4,14.1,0.0,42.0,25.0,0.0,63.0,0.0,46.0,0.0,0.0,25.0,0.0,67.0,3
0.800,1.000,0.899,0.899,0,0.25,0,0.25,2.20,3.60,3.00,2.10,3.75,3.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.850,1.000,0.825,1.024,0,0.0,0,0.0,2.50,3.20,2.60,2.55,3.10,2.88,15.0,68.8,16.2,100.0,0.0,0.0,110.0,100.0,0.0,0.0,54.0,115.0,0.0,0.0,50.0,0
0.925,0.925,1.024,0.825,0,0.25,0,0.25,2.25,2.80,3.40,2.25,3.00,3.50,50.7,30.9,18.4,0.0,48.0,17.0,0.0,54.0,0.0,45.0,0.0,0.0,15.0,0.0,56.0,3
1.024,0.825,0.899,0.950,0,0.5,0,0.5,1.83,3.10,4.00,2.05,3.20,3.75,36.5,30.4,33.0,0.0,11.0,9.0,0.0,8.0,0.0,11.0,0.0,0.0,10.0,0.0,12.0,1
1.000,0.850,0.800,1.049,0,1.25,0,1.5,1.22,4.75,15.00,1.40,4.50,8.00,52.0,19.8,28.3,0.0,22.0,52.0,0.0,35.0,0.0,24.0,0.0,0.0,54.0,0.0,44.0,1
0.750,1.125,0.750,1.125,0.25,0,0.75,0,4.33,3.40,1.75,2.88,3.40,2.40,40.7,14.3,45.0,7.0,0.0,61.0,0.0,0.0,55.0,0.0,2.0,0.0,61.0,43.0,0.0,1
0.950,0.899,0.875,0.975,0.75,0,0.75,0,4.33,3.75,1.75,5.00,3.80,1.67,31.9,25.1,42.9,17.0,0.0,29.0,0.0,100.0,0.0,0.0,19.0,0.0,32.0,20.0,0.0,0
0.774,1.100,0.774,1.100,0.25,0,0.25,0,3.00,3.00,2.50,3.00,3.00,2.50,18.5,60.0,21.5,44.0,0.0,0.0,92.0,31.0,0.0,0.0,44.0,84.0,0.0,0.0,31.0,0
0.875,0.975,0.925,0.925,1.25,0,1.25,0,7.50,4.50,1.40,7.50,4.50,1.40,37.9,27.8,34.3,0.0,13.0,20.0,0.0,0.0,6.0,0.0,2.0,0.0,26.0,8.0,0.0,0
0.850,1.000,0.800,1.049,1.5,0,1.25,0,7.00,4.33,1.44,10.00,4.75,1.33,19.8,9.2,71.0,58.0,0.0,80.0,0.0,0.0,32.0,0.0,66.0,0.0,83.0,36.0,0.0,0
0.899,0.950,0.850,1.000,0.5,0,0.5,0,4.00,3.20,2.00,4.60,3.25,1.85,41.7,26.7,31.6,0.0,29.0,17.0,0.0,4.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,1
1.100,0.774,1.024,0.825,0.25,0,0.25,0,3.75,3.10,2.10,4.00,3.20,2.00,52.9,17.5,29.5,0.0,67.0,44.0,0.0,9.0,0.0,66.0,0.0,0.0,45.0,0.0,10.0,3
0.825,1.024,1.049,0.800,0.75,0,0.5,0,4.50,3.50,1.80,5.00,3.60,1.70,46.6,23.0,30.4,0.0,39.0,25.0,0.0,3.0,0.0,31.0,0.0,0.0,28.0,0.0,0.0,0
0.750,1.125,0.950,0.899,1.0,0,1.0,0,6.00,4.20,1.44,5.00,4.00,1.62,51.9,9.0,39.1,0.0,50.0,74.0,0.0,0.0,19.0,38.0,0.0,0.0,75.0,18.0,0.0,0
0.975,0.875,0.774,1.100,0,0.25,0,0.0,2.50,3.00,3.00,2.30,3.00,3.40,23.5,41.3,35.2,29.0,0.0,0.0,28.0,0.0,12.0,0.0,28.0,31.0,0.0,5.0,0.0,0
0.975,0.875,0.875,0.975,0.0,0.0,0.25,0,3.40,3.10,2.25,2.80,3.10,2.60,29.1,48.0,22.9,10.0,0.0,0.0,47.0,24.0,0.0,0.0,11.0,43.0,0.0,0.0,26.0,0
0.774,1.100,0.975,0.875,0,0.25,0,0.5,1.95,3.30,4.00,1.95,3.50,3.80,24.8,9.9,65.4,21.0,0.0,67.0,0.0,0.0,116.0,0.0,20.0,0.0,69.0,97.0,0.0,3
0.975,0.875,0.925,0.925,0,1.0,0,0.25,2.15,3.20,3.50,1.57,4.00,5.75,56.9,28.0,15.1,0.0,26.0,30.0,0.0,59.0,0.0,35.0,0.0,0.0,34.0,0.0,66.0,1
0.875,0.975,0.875,0.975,0,0.75,0,0.75,1.65,3.50,5.75,1.73,3.60,4.75,48.3,15.4,36.3,0.0,28.0,59.0,0.0,0.0,3.0,30.0,0.0,0.0,59.0,0.0,10.0,3
0.925,0.925,1.100,0.774,0.25,0,0.0,0.0,2.80,3.20,2.50,3.25,3.40,2.15,18.0,24.6,57.4,100.0,0.0,34.0,0.0,100.0,0.0,0.0,49.0,0.0,36.0,60.0,0.0,3
0.975,0.825,0.950,0.850,0,0.0,0,0.25,2.15,3.40,2.80,2.60,3.40,2.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.100,0.774,0.950,0.899,0,1.5,0,1.0,1.50,3.60,6.00,1.30,4.75,12.00,43.7,18.6,37.7,0.0,14.0,51.0,0.0,0.0,2.0,19.0,0.0,0.0,55.0,0.0,29.0,3
1.000,0.850,1.000,0.850,0,0.25,0,0.0,2.55,3.10,2.50,2.38,3.00,3.25,28.9,42.6,28.5,20.0,0.0,0.0,27.0,0.0,0.0,0.0,15.0,28.0,0.0,0.0,12.0,0
0.875,0.975,0.950,0.899,1.5,0,1.0,0,4.75,4.00,1.53,11.00,4.50,1.33,38.0,16.8,45.1,0.0,9.0,51.0,0.0,0.0,11.0,0.0,23.0,0.0,60.0,21.0,0.0,0
1.000,0.850,0.899,0.950,0.5,0,0.5,0,3.60,3.40,1.83,4.20,3.75,1.80,14.1,20.6,65.4,68.0,0.0,52.0,0.0,0.0,55.0,0.0,70.0,0.0,53.0,55.0,0.0,0
0.725,1.149,0.875,0.975,0.5,0,0.5,0,3.50,3.25,1.91,3.60,3.50,2.00,23.8,36.9,39.2,35.0,0.0,0.0,6.0,0.0,18.0,0.0,35.0,6.0,0.0,13.0,0.0,1
0.850,1.000,0.875,0.975,0,1.0,0,1.5,1.25,5.00,10.50,1.45,4.00,6.00,42.0,26.1,31.9,0.0,13.0,32.0,0.0,13.0,0.0,17.0,0.0,0.0,35.0,0.0,24.0,3
0.825,1.024,0.975,0.875,0,0.75,0,0.5,1.91,3.50,3.50,1.57,3.80,6.00,49.5,21.6,28.9,0.0,27.0,43.0,0.0,25.0,0.0,29.0,0.0,0.0,45.0,0.0,33.0,0
0.899,0.950,0.975,0.875,0,0.5,0,0.5,1.80,3.50,4.00,1.85,3.40,4.33,54.0,24.1,21.9,0.0,40.0,38.0,0.0,43.0,0.0,42.0,0.0,0.0,38.0,0.0,48.0,0
0.899,0.950,0.975,0.875,0,1.5,0,1.5,1.25,5.75,11.00,1.25,5.25,13.00,51.9,21.8,26.4,0.0,16.0,56.0,0.0,49.0,0.0,20.0,0.0,0.0,59.0,0.0,64.0,3
0.800,1.000,0.575,1.350,0,1.0,0,0.5,1.57,4.00,5.50,1.44,4.50,6.50,48.5,8.9,42.5,0.0,25.0,77.0,0.0,4.0,0.0,28.0,0.0,0.0,79.0,0.0,9.0,0
1.049,0.800,1.200,0.700,0,0.5,0,0.5,1.80,3.40,4.10,2.00,3.30,3.75,27.7,52.4,19.9,18.0,0.0,0.0,63.0,34.0,0.0,0.0,17.0,61.0,0.0,0.0,40.0,0
0.925,0.925,1.049,0.800,0,1.25,0,1.25,1.40,4.00,6.50,1.36,4.33,10.00,39.1,9.2,51.6,0.0,15.0,72.0,0.0,0.0,43.0,19.0,0.0,0.0,75.0,19.0,0.0,3
0.825,1.024,0.850,1.000,0.5,0,0.5,0,3.60,3.00,2.00,4.00,3.20,2.00,18.8,61.0,20.3,41.0,0.0,0.0,89.0,37.0,0.0,0.0,44.0,93.0,0.0,0.0,36.0,1
0.875,0.975,1.299,0.649,0,0.0,0,0.25,2.25,3.25,2.90,2.75,3.00,2.75,27.7,35.4,36.9,14.0,0.0,0.0,9.0,0.0,7.0,0.0,15.0,6.0,0.0,9.0,0.0,0
0.875,0.975,1.024,0.825,0,0.25,0,0.25,2.25,3.25,2.90,2.15,3.30,3.40,43.5,14.8,41.6,0.0,30.0,57.0,0.0,0.0,15.0,29.0,0.0,0.0,57.0,12.0,0.0,0
0.850,1.000,0.774,1.100,0,0.5,0,0.25,2.25,3.25,2.90,1.91,3.50,4.00,60.9,26.9,12.2,0.0,49.0,33.0,0.0,71.0,0.0,52.0,0.0,0.0,34.0,0.0,73.0,0
0.825,1.024,0.875,0.975,0,1.25,0,1.5,1.25,5.00,9.00,1.33,4.75,10.00,54.4,21.2,24.3,0.0,20.0,53.0,0.0,49.0,0.0,24.0,0.0,0.0,57.0,0.0,57.0,3
1.100,0.774,1.024,0.825,0,0.0,0,0.25,2.10,3.00,3.25,3.00,2.90,2.60,24.1,46.6,29.3,21.0,0.0,0.0,39.0,16.0,0.0,0.0,24.0,39.0,0.0,0.0,15.0,0
0.899,0.950,0.925,0.925,0,0.75,0,0.75,1.67,3.40,5.75,1.67,3.60,5.25,32.0,50.5,17.6,6.0,0.0,0.0,48.0,53.0,0.0,0.0,5.0,46.0,0.0,0.0,56.0,1
1.024,0.774,0.899,0.899,0,0.25,0,0.5,1.91,3.40,4.00,2.38,3.30,2.90,36.9,34.9,28.2,0.0,17.0,1.0,0.0,20.0,0.0,12.0,0.0,2.0,0.0,0.0,20.0,1
0.875,0.975,1.024,0.825,0,1.0,0,1.0,1.53,3.50,6.50,1.50,4.00,7.00,57.2,19.7,23.2,0.0,30.0,54.0,0.0,49.0,0.0,32.0,0.0,0.0,56.0,0.0,55.0,3
0.875,0.975,1.200,0.700,0,0.0,0,0.25,2.50,3.00,2.80,2.63,3.00,2.88,21.5,27.1,51.4,34.0,0.0,18.0,0.0,0.0,59.0,0.0,35.0,0.0,17.0,53.0,0.0,0
1.009,0.889,0.860,1.040,0,1.5,0,1.25,1.40,4.50,8.00,1.33,5.00,9.00,52.5,28.6,18.9,0.0,16.0,34.0,0.0,58.0,0.0,19.0,0.0,0.0,39.0,0.0,63.0,3
0.909,0.990,0.850,1.049,0,1.0,0,1.25,1.36,4.60,8.50,1.50,4.10,6.50,48.7,31.2,20.1,0.0,20.0,24.0,0.0,53.0,0.0,21.0,0.0,0.0,26.0,0.0,57.0,1
0.929,0.970,1.040,0.860,0,0.5,0,0.75,1.75,3.50,4.75,1.85,3.60,4.00,38.0,37.8,24.2,0.0,9.0,0.0,14.0,32.0,0.0,10.0,0.0,10.0,0.0,0.0,35.0,1
1.049,0.800,0.774,1.100,0,0.75,0,0.5,1.83,3.30,3.80,1.75,3.50,4.75,42.0,33.8,24.2,0.0,16.0,8.0,0.0,32.0,0.0,18.0,0.0,0.0,8.0,0.0,39.0,0
1.000,0.800,0.750,1.049,0,0.25,0,0.5,1.75,3.75,4.33,2.30,3.40,3.00,44.9,21.1,34.0,100.0,0.0,41.0,0.0,20.0,0.0,38.0,0.0,0.0,43.0,0.0,18.0,3
1.049,0.800,0.800,1.049,0.0,0.0,0.25,0,3.10,3.10,2.40,2.90,3.30,2.38,29.1,39.1,31.8,9.0,0.0,0.0,22.0,7.0,0.0,0.0,9.0,16.0,0.0,0.0,7.0,3
0.950,0.899,0.774,1.100,0.0,0.0,0.25,0,2.90,3.10,2.50,2.75,3.10,2.63,62.4,18.9,18.7,0.0,84.0,42.0,0.0,40.0,0.0,84.0,0.0,0.0,42.0,0.0,42.0,3
0.899,0.950,0.750,1.125,0,0.25,0,0.0,2.30,3.25,3.10,2.20,3.40,3.20,35.4,25.7,38.9,0.0,1.0,22.0,0.0,0.0,17.0,6.0,0.0,0.0,27.0,15.0,0.0,3
0.774,1.100,0.774,1.100,0,1.5,0,1.5,1.29,5.00,11.00,1.29,5.75,9.00,35.3,20.7,44.0,100.0,0.0,38.0,0.0,0.0,41.0,7.0,0.0,0.0,41.0,16.0,0.0,3
1.000,0.850,1.200,0.700,0,0.25,0,0.5,2.20,3.30,3.25,2.30,3.20,3.10,24.9,19.0,56.1,22.0,0.0,41.0,0.0,0.0,71.0,0.0,22.0,0.0,42.0,70.0,0.0,1
0.850,1.000,1.024,0.825,0,0.25,0,0.25,2.40,3.10,3.10,2.05,3.25,3.60,55.3,28.5,16.2,0.0,46.0,23.0,0.0,53.0,0.0,49.0,0.0,0.0,23.0,0.0,58.0,3
0.925,0.925,0.925,0.925,0,0.5,0,0.25,2.20,3.25,3.30,1.83,3.60,3.90,85.3,7.1,7.5,100.0,0.0,82.0,0.0,78.0,0.0,84.0,0.0,0.0,85.0,0.0,82.0,3
0.850,1.000,0.875,0.975,0.5,0,0.5,0,4.33,3.20,1.91,3.75,3.40,2.00,18.4,19.4,62.2,100.0,0.0,51.0,0.0,100.0,0.0,0.0,55.0,0.0,52.0,59.0,0.0,3
0.970,0.929,0.770,1.140,0,0.75,0,0.5,1.70,3.60,5.00,1.70,4.00,4.33,48.1,26.0,25.9,0.0,25.0,27.0,0.0,26.0,0.0,27.0,0.0,0.0,31.0,0.0,30.0,0
0.825,0.975,0.925,0.875,0.25,0,0.5,0,3.60,3.50,1.80,2.90,3.40,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.850,1.000,0.774,1.100,0,0.5,0,0.5,1.91,3.20,3.60,1.80,3.30,4.75,43.5,27.8,28.7,0.0,22.0,25.0,0.0,21.0,0.0,23.0,0.0,0.0,24.0,0.0,27.0,1
1.060,0.840,0.889,1.009,0.5,0,0.5,0,4.00,3.30,1.95,4.50,3.40,1.83,19.3,20.1,60.6,53.0,0.0,49.0,0.0,0.0,47.0,0.0,56.0,0.0,51.0,51.0,0.0,0
0.830,1.069,0.800,1.100,0,1.0,0,1.0,1.44,4.50,6.50,1.45,4.00,8.00,43.4,30.4,26.3,0.0,13.0,22.0,0.0,26.0,0.0,15.0,0.0,0.0,21.0,0.0,39.0,1
