mshui0,gshui0,mshui9,gshui9,mrangqui0,grangqui0,mrangqui9,grangqui9,pwin0,pdraw0,plost0,pwin9,pdraw9,plost9,bf_idx_m,bf_idx_d,bf_idx_g,profit3,loss3,profit1,loss1,profit0,loss0,hot3,cool3,hot1,cool1,hot0,cool0,kwin
0.850,1.000,0.675,1.250,0,0.0,0,0.0,2.50,3.30,2.75,2.63,3.20,3.00,43.5,23.7,32.9,0.0,39.0,32.0,0.0,11.0,0.0,28.0,0.0,0.0,31.0,0.0,7.0,0
0.950,0.899,1.049,0.800,0,0.0,0,0.25,2.10,3.40,3.40,2.75,3.50,2.65,30.5,37.1,32.4,4.0,0.0,0.0,12.0,4.0,0.0,0.0,8.0,9.0,0.0,0.0,1.0,0
0.950,0.899,0.774,1.100,0,0.5,0,0.5,1.91,3.40,4.00,1.91,3.70,4.33,43.7,14.6,41.6,0.0,26.0,58.0,0.0,0.0,14.0,25.0,0.0,0.0,59.0,12.0,0.0,3
0.800,1.049,0.774,1.100,0,0.5,0,0.5,1.83,3.50,4.33,1.80,3.80,4.75,56.0,12.7,31.2,0.0,41.0,67.0,0.0,24.0,0.0,45.0,0.0,0.0,69.0,0.0,24.0,1
1.149,0.725,0.875,0.975,0,0.5,0,0.5,2.00,3.40,3.75,2.10,3.20,4.20,63.8,18.1,18.2,0.0,76.0,57.0,0.0,60.0,0.0,68.0,0.0,0.0,56.0,0.0,60.0,3
0.750,1.125,0.800,1.049,0,0.75,0,0.75,1.80,3.60,4.33,1.65,4.10,5.75,19.6,26.7,53.7,26.0,0.0,0.0,2.0,0.0,101.0,0.0,25.0,0.0,2.0,83.0,0.0,3
0.925,0.925,0.825,1.024,0.5,0,0.5,0,3.75,3.40,2.00,4.50,3.40,1.95,16.2,10.2,73.6,62.0,0.0,77.0,0.0,0.0,79.0,0.0,65.0,0.0,77.0,77.0,0.0,0
1.100,0.774,0.825,1.024,0,0.25,0,0.25,2.20,3.30,3.25,2.38,3.60,3.00,47.1,29.4,23.5,0.0,32.0,13.0,0.0,32.0,0.0,38.0,0.0,0.0,17.0,0.0,34.0,3
0.800,1.049,1.024,0.825,0,0.75,0,0.75,1.67,3.80,5.00,1.65,3.90,6.00,30.2,19.7,50.1,100.0,0.0,35.0,0.0,100.0,0.0,0.0,0.0,0.0,36.0,49.0,0.0,1
1.100,0.774,0.825,1.024,0,0.25,0,0.0,2.50,3.30,2.75,2.45,3.50,3.00,27.1,38.4,34.5,14.0,0.0,0.0,18.0,0.0,5.0,0.0,17.0,14.0,0.0,7.0,0.0,3
0.899,0.950,0.774,1.100,0,0.0,0,0.0,2.63,3.30,2.63,2.70,3.40,2.75,47.0,27.2,25.8,0.0,39.0,21.0,0.0,24.0,0.0,40.0,0.0,0.0,22.0,0.0,24.0,3
0.800,1.049,1.100,0.774,0,0.5,0,0.5,2.20,3.30,3.25,1.91,3.75,4.20,63.2,20.4,16.4,100.0,0.0,50.0,0.0,57.0,0.0,56.0,0.0,0.0,51.0,0.0,62.0,1
0.899,0.950,0.725,1.149,0,1.25,0,1.25,1.36,5.00,7.50,1.36,4.75,8.00,43.2,10.9,45.9,0.0,18.0,70.0,0.0,0.0,17.0,19.0,0.0,0.0,72.0,4.0,0.0,3
0.850,1.000,0.975,0.875,0,0.25,0,0.5,2.00,3.30,3.80,2.05,3.40,3.60,44.6,23.1,32.2,0.0,28.0,33.0,0.0,10.0,0.0,29.0,0.0,0.0,34.0,0.0,13.0,3
0.825,1.024,0.925,0.925,0,1.0,0,0.75,1.73,3.60,4.80,1.50,4.00,7.00,41.6,9.9,48.5,0.0,16.0,70.0,0.0,0.0,41.0,20.0,0.0,0.0,73.0,24.0,0.0,1
0.850,1.000,1.024,0.825,0,1.0,0,1.0,1.67,3.75,5.00,1.44,4.20,7.50,71.9,5.5,22.7,0.0,43.0,89.0,0.0,56.0,0.0,46.0,0.0,0.0,90.0,0.0,62.0,0
0.750,1.125,1.024,0.825,0,0.0,0,0.0,2.63,3.30,2.63,2.30,3.40,3.00,60.9,18.1,21.0,100.0,0.0,48.0,0.0,36.0,0.0,75.0,0.0,0.0,50.0,0.0,39.0,3
0.990,0.909,1.069,0.830,1.25,0,1.5,0,12.00,5.00,1.29,8.00,4.75,1.36,63.5,12.3,24.1,0.0,139.0,52.0,0.0,6.0,0.0,113.0,0.0,0.0,55.0,0.0,4.0,3
0.825,1.024,0.750,1.125,0,0.5,0,0.25,1.91,3.20,4.33,1.75,3.40,5.00,53.2,11.6,35.2,0.0,40.0,69.0,0.0,7.0,0.0,43.0,0.0,0.0,69.0,0.0,16.0,0
0.899,1.029,0.780,1.125,0,0.75,0,0.75,1.57,3.60,6.50,1.65,4.00,5.25,35.6,19.5,44.9,0.0,10.0,43.0,0.0,0.0,31.0,8.0,0.0,0.0,43.0,26.0,0.0,1
1.009,0.889,1.000,0.899,0,0.25,0,0.25,2.50,3.20,2.80,2.25,3.25,3.20,7.2,31.3,61.5,76.0,0.0,0.0,4.0,0.0,102.0,0.0,77.0,6.0,0.0,97.0,0.0,0
0.774,1.100,1.149,0.725,0.25,0,0.25,0,3.75,3.40,1.85,2.75,3.50,2.40,21.2,30.7,48.1,46.0,0.0,13.0,0.0,0.0,50.0,0.0,44.0,0.0,15.0,44.0,0.0,1
0.830,1.069,1.089,0.810,0,0.25,0,0.25,2.40,3.50,2.75,2.00,3.60,3.50,69.7,15.7,14.6,0.0,74.0,60.0,0.0,62.0,0.0,79.0,0.0,0.0,61.0,0.0,64.0,3
1.000,0.850,0.899,0.950,0,0.75,0,0.75,1.67,3.80,5.00,1.75,3.75,4.33,12.2,37.3,50.5,56.0,0.0,0.0,46.0,0.0,97.0,0.0,54.0,42.0,0.0,74.0,0.0,0
1.069,0.860,1.100,0.800,0,0.5,0,0.25,2.40,3.25,2.90,2.05,3.40,3.60,47.0,18.4,34.6,0.0,32.0,48.0,0.0,3.0,0.0,32.0,0.0,0.0,49.0,0.0,5.0,0
1.080,0.850,1.049,0.850,0.5,0,0.75,0,4.75,3.60,1.73,4.33,3.90,1.85,19.9,20.6,59.6,51.0,0.0,47.0,0.0,0.0,43.0,0.0,53.0,0.0,50.0,47.0,0.0,3
0.860,1.040,1.069,0.830,0,0.25,0,0.25,2.38,3.40,2.88,2.15,3.40,3.70,49.8,22.0,28.2,0.0,39.0,39.0,0.0,21.0,0.0,40.0,0.0,0.0,39.0,0.0,26.0,0
1.069,0.860,0.980,0.919,0,0.0,0,0.0,2.63,3.30,2.60,2.80,3.40,2.50,47.8,23.2,29.0,0.0,43.0,30.0,0.0,15.0,0.0,39.0,0.0,0.0,33.0,0.0,13.0,3
1.029,0.879,1.299,0.675,0,0.5,0,1.25,1.50,4.33,6.00,1.85,3.60,4.00,57.6,28.6,13.7,0.0,47.0,27.0,0.0,65.0,0.0,43.0,0.0,0.0,25.0,0.0,66.0,0
0.774,1.100,1.024,0.825,0,0.75,0,1.0,1.53,3.60,7.50,1.62,3.50,6.00,50.2,11.5,38.3,0.0,31.0,69.0,0.0,0.0,0.0,36.0,0.0,0.0,71.0,0.0,16.0,3
0.889,1.009,0.990,0.909,1.0,0,0.5,0,4.00,3.50,1.91,6.50,3.80,1.55,53.1,12.2,34.7,0.0,74.0,61.0,0.0,0.0,6.0,50.0,0.0,0.0,64.0,11.0,0.0,0
0.919,0.980,0.889,1.009,0,1.25,0,1.25,1.36,4.75,8.50,1.40,4.75,7.00,44.0,18.5,37.5,0.0,14.0,51.0,0.0,4.0,0.0,17.0,0.0,0.0,54.0,0.0,14.0,3
0.820,1.109,0.860,1.040,0,0.75,0,1.0,1.53,4.00,6.00,1.57,3.90,5.75,41.5,36.3,22.2,0.0,10.0,0.0,1.0,40.0,0.0,11.0,0.0,0.0,0.0,0.0,45.0,3
0.820,1.109,1.100,0.800,0,0.0,0,0.0,3.00,3.00,2.50,2.45,3.10,3.10,75.5,14.1,10.4,0.0,111.0,60.0,0.0,71.0,0.0,107.0,0.0,0.0,61.0,0.0,72.0,0
1.009,0.919,0.850,1.049,0,0.75,0,0.75,1.62,3.60,6.00,1.67,3.75,5.00,61.3,16.5,22.2,100.0,0.0,62.0,0.0,54.0,0.0,45.0,0.0,0.0,62.0,0.0,55.0,1
1.080,0.850,0.700,1.250,0,0.5,0,0.5,1.65,3.40,6.00,1.91,3.50,4.00,41.4,41.9,16.7,0.0,16.0,0.0,16.0,54.0,0.0,15.0,0.0,17.0,0.0,0.0,55.0,1
0.860,1.069,1.109,0.790,0,0.5,0,0.75,1.80,3.25,5.00,1.80,3.50,4.50,53.8,17.3,28.9,100.0,0.0,51.0,0.0,19.0,0.0,41.0,0.0,0.0,54.0,0.0,27.0,3
0.875,0.975,0.875,0.975,0.0,0.0,0.25,0,3.20,3.40,2.20,2.55,3.50,2.60,41.4,32.7,25.9,0.0,19.0,2.0,0.0,16.0,0.0,23.0,0.0,0.0,3.0,0.0,20.0,3
1.100,0.774,1.024,0.825,0,0.5,0,0.5,2.00,3.40,3.75,2.05,3.40,3.50,61.5,17.4,21.1,0.0,58.0,54.0,0.0,46.0,0.0,59.0,0.0,0.0,55.0,0.0,48.0,0
1.089,0.840,0.720,1.214,0.75,0,1.5,0,13.00,6.50,1.20,6.00,4.00,1.57,44.8,20.6,34.6,0.0,34.0,37.0,0.0,0.0,9.0,29.0,0.0,0.0,36.0,7.0,0.0,1
0.950,0.899,1.024,0.825,0,0.5,0,0.5,1.95,3.50,3.75,1.91,3.40,4.00,49.3,20.8,29.9,100.0,0.0,43.0,0.0,18.0,0.0,37.0,0.0,0.0,46.0,0.0,23.0,0
1.149,0.725,0.875,0.975,0,0.5,0,0.5,1.83,3.60,3.70,2.20,3.40,3.20,49.0,20.7,30.3,0.0,40.0,44.0,0.0,21.0,0.0,37.0,0.0,0.0,44.0,0.0,18.0,3
0.960,0.970,0.909,0.990,1.25,0,1.25,0,7.00,4.33,1.44,7.50,4.75,1.40,21.8,12.7,65.5,54.0,0.0,74.0,0.0,0.0,27.0,0.0,63.0,0.0,77.0,33.0,0.0,0
0.929,0.970,0.889,1.009,0,1.0,0,0.75,1.70,3.60,5.00,1.53,4.20,5.75,37.3,36.4,26.3,0.0,5.0,0.0,7.0,21.0,0.0,8.0,0.0,0.0,0.0,0.0,29.0,1
1.109,0.820,0.889,1.009,0,1.0,0,1.0,1.50,4.00,7.00,1.57,4.20,5.75,56.2,24.2,19.6,0.0,32.0,46.0,0.0,58.0,0.0,33.0,0.0,0.0,46.0,0.0,60.0,1
0.950,0.899,0.975,0.875,0,0.5,0,0.5,1.91,3.10,4.00,1.91,3.50,4.00,45.6,26.0,28.4,0.0,27.0,27.0,0.0,22.0,0.0,30.0,0.0,0.0,32.0,0.0,25.0,3
0.925,0.925,0.950,0.899,0,1.25,0,1.5,1.29,5.50,10.00,1.40,4.50,8.00,51.0,17.7,31.2,0.0,20.0,58.0,0.0,29.0,0.0,25.0,0.0,0.0,61.0,0.0,40.0,3
0.875,0.975,0.925,0.925,0,0.75,0,0.75,1.83,3.50,4.33,1.57,3.75,6.00,35.0,30.1,34.9,0.0,7.0,11.0,0.0,2.0,0.0,8.0,0.0,0.0,13.0,0.0,10.0,3
0.899,0.950,1.125,0.750,0.25,0,0,0.0,2.50,3.20,2.88,3.40,3.20,2.20,66.2,23.1,10.7,0.0,114.0,25.0,0.0,65.0,0.0,110.0,0.0,0.0,25.0,0.0,65.0,0
0.875,0.975,0.825,1.024,0,1.0,0,1.25,1.33,4.50,8.00,1.53,4.00,6.00,26.2,15.9,57.9,4.0,0.0,44.0,0.0,0.0,99.0,0.0,3.0,0.0,44.0,78.0,0.0,0
0.925,0.925,0.825,1.024,0,0.5,0,0.5,1.83,4.00,3.75,1.91,4.00,3.40,79.5,10.8,9.7,0.0,79.0,76.0,0.0,78.0,0.0,81.0,0.0,0.0,77.0,0.0,79.0,3
0.875,0.975,0.925,0.925,0,0.25,0,0.25,2.20,3.60,3.00,2.20,3.50,3.10,34.1,25.4,40.5,0.0,1.0,23.0,0.0,0.0,18.0,4.0,0.0,0.0,27.0,16.0,0.0,1
1.024,0.825,1.024,0.825,0,0.0,0,0.25,2.38,3.50,2.80,2.63,3.40,2.60,29.2,16.6,54.2,3.0,0.0,50.0,0.0,0.0,41.0,0.0,10.0,0.0,52.0,49.0,0.0,0
0.950,0.899,0.875,0.975,0,1.25,0,1.0,1.67,3.75,5.00,1.40,4.50,7.50,30.1,24.9,45.1,100.0,0.0,13.0,0.0,100.0,0.0,1.0,0.0,0.0,22.0,27.0,0.0,3
0.774,1.100,0.850,1.000,0,0.0,0,0.0,2.80,3.30,2.50,2.38,3.30,2.90,32.8,42.7,24.4,0.0,3.0,0.0,26.0,26.0,0.0,1.0,0.0,27.0,0.0,0.0,26.0,1
0.925,0.925,1.049,0.800,0.25,0.0,0,0.0,2.50,3.20,2.88,3.25,3.30,2.20,71.5,10.3,18.1,100.0,0.0,68.0,0.0,45.0,0.0,110.0,0.0,0.0,69.0,0.0,44.0,0
0.850,1.000,0.925,0.925,0,0.25,0,0.25,2.20,3.50,3.10,2.10,3.50,3.30,57.7,15.7,26.6,0.0,54.0,58.0,0.0,29.0,0.0,57.0,0.0,0.0,59.0,0.0,33.0,3
0.875,0.975,0.925,0.925,0,0.5,0,0.75,1.73,3.75,4.50,1.83,3.60,4.20,43.2,19.0,37.8,0.0,22.0,47.0,0.0,0.0,7.0,23.0,0.0,0.0,47.0,0.0,0.0,0
1.024,0.825,1.024,0.825,0,0.5,0,0.5,2.00,3.60,3.50,2.05,3.50,3.40,47.5,30.1,22.3,0.0,32.0,16.0,0.0,38.0,0.0,33.0,0.0,0.0,16.0,0.0,41.0,3
1.024,0.825,1.200,0.700,0,0.5,0,0.75,1.73,3.60,4.75,2.00,3.40,3.75,56.2,18.9,24.9,100.0,0.0,51.0,0.0,34.0,0.0,49.0,0.0,0.0,50.0,0.0,40.0,0
0.899,0.950,1.024,0.825,0,0.75,0,0.75,1.80,3.75,4.20,1.67,4.00,4.75,37.7,24.7,37.6,0.0,11.0,29.0,0.0,0.0,9.0,12.0,0.0,0.0,29.0,0.0,0.0,1
1.024,0.825,1.149,0.725,0,0.75,0,0.75,1.83,3.50,4.33,1.75,3.50,4.75,73.0,16.4,10.7,0.0,59.0,63.0,0.0,77.0,0.0,62.0,0.0,0.0,64.0,0.0,79.0,1
0.850,1.000,1.100,0.774,0,0.0,0,0.25,2.40,3.20,3.00,2.45,3.20,2.90,30.5,45.8,23.7,6.0,0.0,0.0,43.0,29.0,0.0,0.0,7.0,39.0,0.0,0.0,28.0,3
1.049,0.800,0.925,0.925,0,1.0,0,0.5,1.85,3.10,4.90,1.55,3.60,7.00,51.1,25.8,23.2,0.0,20.0,30.0,0.0,35.0,0.0,27.0,0.0,0.0,35.0,0.0,47.0,1
1.029,0.870,1.040,0.860,0.25,0,0.25,0,3.75,3.30,2.00,3.75,3.20,2.05,18.8,54.5,26.7,42.0,0.0,0.0,79.0,18.0,0.0,0.0,44.0,68.0,0.0,0.0,16.0,1
0.750,1.125,0.899,0.950,0,0.75,0,0.75,1.67,3.50,5.50,1.55,3.80,6.50,45.4,21.3,33.3,0.0,19.0,39.0,0.0,5.0,0.0,23.0,0.0,0.0,42.0,0.0,18.0,3
0.875,0.975,1.125,0.750,0,0.25,0,0.5,2.10,3.10,3.75,2.10,3.10,3.75,21.7,51.5,26.9,100.0,0.0,0.0,58.0,19.0,0.0,0.0,31.0,63.0,0.0,0.0,24.0,0
0.899,0.950,1.125,0.750,0,0.5,0,0.75,1.85,3.30,4.50,1.85,3.30,4.50,45.8,25.1,29.1,0.0,29.0,33.0,0.0,24.0,0.0,30.0,0.0,0.0,33.0,0.0,32.0,3
0.975,0.875,0.825,1.024,0,0.25,0,0.25,2.15,3.20,3.50,2.30,3.10,3.30,26.7,47.0,26.4,18.0,0.0,0.0,41.0,19.0,0.0,0.0,19.0,45.0,0.0,0.0,24.0,1
0.950,0.899,0.975,0.875,0,0.25,0,0.5,1.95,3.30,4.00,2.15,3.10,3.60,21.1,40.9,38.0,34.0,0.0,0.0,27.0,0.0,23.0,0.0,35.0,31.0,0.0,17.0,0.0,3
0.925,0.925,1.100,0.774,0.25,0,0.0,0.0,2.90,3.10,2.50,3.50,3.10,2.20,29.3,46.8,23.9,10.0,0.0,0.0,48.0,26.0,0.0,0.0,12.0,46.0,0.0,0.0,26.0,0
0.800,1.049,0.774,1.100,0,1.0,0,0.75,1.62,3.60,6.00,1.45,4.20,7.50,51.8,10.3,37.9,0.0,25.0,72.0,0.0,0.0,0.0,32.0,0.0,0.0,74.0,0.0,16.0,3
1.100,0.774,1.024,0.825,0,0.5,0,0.5,2.00,3.20,4.00,2.00,3.00,4.33,36.5,29.1,34.5,0.0,6.0,14.0,0.0,0.0,7.0,8.0,0.0,0.0,13.0,0.0,2.0,3
1.009,0.889,0.990,0.909,0.5,0,0.25,0,3.50,3.40,2.05,4.00,3.80,1.80,16.4,13.4,70.1,100.0,0.0,68.0,0.0,100.0,0.0,0.0,65.0,0.0,69.0,66.0,0.0,0
0.825,1.024,0.825,1.024,0,0.75,0,0.5,1.80,3.50,4.50,1.65,3.80,5.00,38.1,11.5,50.5,0.0,9.0,65.0,0.0,0.0,50.0,13.0,0.0,0.0,69.0,42.0,0.0,3
0.850,1.000,1.100,0.774,0,0.75,0,1.0,1.60,3.80,5.75,1.67,3.60,5.25,39.6,12.0,48.5,0.0,13.0,65.0,0.0,0.0,41.0,16.0,0.0,0.0,67.0,30.0,0.0,1
0.899,0.950,0.774,1.100,0,0.75,0,0.75,1.57,3.80,6.00,1.65,4.20,4.50,47.7,24.7,27.6,0.0,22.0,37.0,0.0,27.0,0.0,27.0,0.0,0.0,40.0,0.0,36.0,1
0.800,1.049,1.100,0.774,0,0.75,0,0.75,1.80,3.50,4.50,1.60,3.60,6.00,27.0,13.7,59.3,11.0,0.0,53.0,0.0,0.0,102.0,0.0,7.0,0.0,56.0,83.0,0.0,3
0.899,0.950,0.825,1.024,0,0.25,0,0.0,2.45,3.25,2.90,2.10,3.50,3.40,52.5,40.5,7.0,0.0,44.0,0.0,15.0,79.0,0.0,48.0,0.0,12.0,0.0,0.0,81.0,3
0.925,0.925,1.024,0.825,0,1.25,0,1.0,1.55,4.33,5.25,1.45,4.50,6.50,65.0,21.8,13.2,0.0,30.0,51.0,0.0,70.0,0.0,37.0,0.0,0.0,57.0,0.0,76.0,3
1.024,0.825,1.100,0.774,0,0.0,0,0.25,2.45,3.25,2.90,2.80,3.50,2.38,51.3,28.8,19.9,0.0,52.0,13.0,0.0,38.0,0.0,53.0,0.0,0.0,14.0,0.0,40.0,0
0.899,0.950,0.925,0.925,0,0.25,0,0.75,1.67,3.75,5.00,2.10,3.50,3.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.980,0.950,0.919,0.980,0,0.5,0,0.25,2.50,3.25,2.80,1.91,3.25,4.75,49.4,36.1,14.5,100.0,0.0,0.0,0.0,100.0,0.0,33.0,0.0,0.0,4.0,0.0,63.0,3
0.825,1.024,0.649,1.299,0,0.75,0,0.5,1.60,3.75,5.75,1.62,4.00,5.00,45.6,18.4,36.1,0.0,21.0,49.0,0.0,0.0,0.0,24.0,0.0,0.0,51.0,0.0,6.0,0
0.950,0.950,1.000,0.899,0.25,0,0,0.0,2.63,3.30,2.63,3.50,3.25,2.30,18.9,26.2,54.8,42.0,0.0,25.0,0.0,0.0,46.0,0.0,47.0,0.0,25.0,54.0,0.0,3
0.909,1.020,1.140,0.770,1.5,0,1.0,0,7.50,4.20,1.44,8.00,5.25,1.36,24.3,22.8,52.9,47.0,0.0,48.0,0.0,0.0,19.0,0.0,53.0,0.0,53.0,21.0,0.0,0
1.060,0.840,1.009,0.889,0,0.75,0,0.75,1.75,3.50,4.75,1.73,3.60,4.75,39.8,34.0,26.2,0.0,15.0,7.0,0.0,31.0,0.0,15.0,0.0,0.0,5.0,0.0,36.0,3
1.009,0.919,1.029,0.870,0,0.75,0,0.75,1.80,3.50,4.50,1.73,3.80,4.75,67.3,10.3,22.3,0.0,52.0,76.0,0.0,49.0,0.0,55.0,0.0,0.0,78.0,0.0,51.0,3
0.950,0.899,0.875,0.975,0,0.25,0,0.25,2.10,3.40,3.10,2.20,3.30,3.25,51.5,24.9,23.6,0.0,47.0,32.0,0.0,35.0,0.0,46.0,0.0,0.0,32.0,0.0,37.0,3
0.899,0.950,1.049,0.800,0,0.0,0,0.0,2.90,3.20,2.45,2.70,3.25,2.60,37.8,18.8,43.4,0.0,0.0,45.0,0.0,0.0,38.0,6.0,0.0,0.0,47.0,30.0,0.0,0
1.024,0.825,0.925,0.925,0,0.5,0,0.25,2.20,3.60,3.00,1.95,4.00,3.30,68.3,15.6,16.0,0.0,62.0,64.0,0.0,63.0,0.0,68.0,0.0,0.0,66.0,0.0,67.0,3
0.975,0.875,1.100,0.774,0,0.25,0,0.25,2.40,3.20,3.00,2.30,3.20,3.20,58.7,18.1,23.2,0.0,60.0,49.0,0.0,31.0,0.0,62.0,0.0,0.0,50.0,0.0,37.0,3
0.725,1.075,0.750,1.049,0,0.25,0,0.0,2.63,3.25,2.63,2.05,3.50,3.60,48.7,27.1,24.2,0.0,32.0,22.0,0.0,29.0,0.0,36.0,0.0,0.0,24.0,0.0,32.0,3
0.975,0.825,0.850,0.950,0,0.75,0,0.75,2.50,3.25,2.80,1.75,3.75,4.75,48.0,25.5,26.5,0.0,22.0,30.0,0.0,28.0,0.0,26.0,0.0,0.0,31.0,0.0,34.0,3
0.975,0.825,0.825,0.975,0.75,0,0.5,0,4.50,3.50,1.80,6.50,3.60,1.62,19.2,22.6,58.3,54.0,0.0,46.0,0.0,0.0,34.0,0.0,60.0,0.0,48.0,38.0,0.0,0
0.925,0.875,0.825,0.975,0,1.0,0,1.0,1.44,4.50,6.50,1.50,4.00,7.50,33.4,20.5,46.1,0.0,5.0,35.0,0.0,0.0,45.0,6.0,0.0,0.0,36.0,31.0,0.0,3
1.049,0.750,0.925,0.875,0,0.75,0,1.0,1.57,4.00,5.50,1.75,3.50,5.25,35.6,38.0,26.4,100.0,0.0,0.0,7.0,100.0,0.0,6.0,0.0,9.0,0.0,0.0,32.0,3
0.774,1.024,1.000,0.800,0.5,0,0.25,0,3.60,3.30,2.05,4.00,3.30,2.00,19.2,30.2,50.6,100.0,0.0,19.0,0.0,100.0,0.0,0.0,52.0,0.0,18.0,39.0,0.0,0
0.950,0.850,0.825,0.975,0.25,0.0,0,0.0,2.50,3.25,2.80,3.40,3.10,2.30,18.9,35.0,46.1,41.0,0.0,0.0,1.0,0.0,28.0,0.0,45.0,3.0,0.0,31.0,0.0,0
1.000,0.800,0.899,0.899,0,0.75,0,0.75,1.67,3.75,5.00,1.73,3.60,5.25,52.8,34.2,13.0,0.0,30.0,16.0,0.0,68.0,0.0,31.0,0.0,0.0,14.0,0.0,71.0,1
0.925,0.875,0.774,1.024,1.25,0,1.25,0,7.50,4.50,1.40,8.50,4.60,1.40,30.2,26.5,43.3,100.0,0.0,25.0,0.0,100.0,0.0,0.0,27.0,0.0,29.0,14.0,0.0,1
0.950,0.850,0.850,0.950,0,1.5,0,1.5,1.25,5.50,12.00,1.36,5.00,8.50,54.5,21.0,24.5,0.0,21.0,54.0,0.0,49.0,0.0,24.0,0.0,0.0,57.0,0.0,55.0,0
0.850,0.950,0.700,1.100,0,1.25,0,1.5,1.29,5.25,10.00,1.33,5.00,10.00,69.2,18.6,12.2,100.0,0.0,67.0,0.0,78.0,0.0,28.0,0.0,0.0,68.0,0.0,82.0,3
0.875,0.925,1.049,0.750,0.75,0,0.0,0.0,2.80,3.25,2.50,5.50,3.40,1.75,21.5,24.5,54.0,100.0,0.0,35.0,0.0,100.0,0.0,0.0,50.0,0.0,37.0,37.0,0.0,1
0.800,1.049,0.975,0.875,0,0.5,0,0.75,1.70,3.40,5.50,1.80,3.50,4.50,43.8,17.8,38.4,0.0,23.0,50.0,0.0,0.0,10.0,27.0,0.0,0.0,51.0,0.0,0.0,0
0.800,1.049,1.100,0.774,0,0.25,0,0.5,1.91,3.10,4.00,2.00,3.20,4.00,39.4,17.7,43.0,0.0,18.0,48.0,0.0,0.0,24.0,18.0,0.0,0.0,49.0,20.0,0.0,0
0.825,1.024,1.024,0.825,0.25,0.0,0,0.0,2.80,3.10,2.40,3.00,3.30,2.38,34.6,34.0,31.3,0.0,5.0,0.0,4.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,0
0.800,1.049,0.800,1.049,0,0.0,0,0.0,2.20,3.10,3.10,2.45,3.25,2.88,36.9,40.6,22.5,0.0,14.0,0.0,24.0,33.0,0.0,11.0,0.0,22.0,0.0,0.0,33.0,0
