mshui0,gshui0,mshui9,gshui9,mrangqui0,grangqui0,mrangqui9,grangqui9,pwin0,pdraw0,plost0,pwin9,pdraw9,plost9,bf_idx_m,bf_idx_d,bf_idx_g,profit3,loss3,profit1,loss1,profit0,loss0,hot3,cool3,hot1,cool1,hot0,cool0,kwin
0.889,1.040,0.990,0.910,0,0.0,0,0.0,2.70,3.25,2.60,2.54,3.25,2.87,36.2,42.4,21.5,100.0,0.0,0.0,28.0,100.0,0.0,9.0,0.0,28.0,0.0,0.0,36.0,1
0.950,0.980,1.150,0.760,0,0.75,0,1.25,1.44,4.33,7.00,1.70,3.60,5.50,55.4,21.9,22.8,0.0,34.0,46.0,0.0,42.0,0.0,38.0,0.0,0.0,47.0,0.0,49.0,3
0.860,1.069,1.300,0.680,0.25,0,0.0,0.25,2.75,3.29,2.50,3.10,3.29,2.35,26.3,30.2,43.5,18.0,0.0,14.0,0.0,0.0,27.0,0.0,22.0,0.0,13.0,26.0,0.0,3
0.919,1.009,1.050,0.850,0,0.5,0,1.0,1.61,3.60,6.00,1.85,3.50,4.50,59.6,17.8,22.6,0.0,51.0,57.0,0.0,47.0,0.0,48.0,0.0,0.0,57.0,0.0,49.0,1
0.800,1.000,1.000,0.800,0,0.5,0,0.75,1.70,3.50,5.25,1.75,3.60,5.00,50.4,16.1,33.6,0.0,35.0,58.0,0.0,13.0,0.0,35.0,0.0,0.0,58.0,0.0,19.0,3
1.024,0.825,1.100,0.770,0,0.0,0,0.25,2.60,3.25,2.70,3.00,3.10,2.50,44.0,18.9,37.1,0.0,30.0,43.0,0.0,0.0,9.0,31.0,0.0,0.0,44.0,7.0,0.0,3
1.020,0.770,0.870,1.030,1.5,0,1.5,0,9.00,5.00,1.33,9.50,5.50,1.28,29.5,19.3,51.2,29.0,0.0,53.0,0.0,0.0,15.0,0.0,37.0,0.0,58.0,19.0,0.0,0
0.790,1.149,0.889,1.009,0.75,0,0.75,0,4.50,3.75,1.72,4.59,3.70,1.85,27.1,14.5,58.4,40.0,0.0,66.0,0.0,0.0,49.0,0.0,42.0,0.0,67.0,47.0,0.0,1
0.960,0.970,0.750,1.040,0,1.5,0,1.5,1.18,7.00,13.00,1.30,5.75,8.50,61.6,16.7,21.7,0.0,26.0,67.0,0.0,56.0,0.0,26.0,0.0,0.0,68.0,0.0,64.0,3
1.089,0.810,0.810,1.089,0,0.5,0,0.25,2.10,3.10,3.75,2.00,3.29,3.79,45.3,18.6,36.1,0.0,28.0,47.0,0.0,0.0,9.0,31.0,0.0,0.0,48.0,0.0,2.0,0
0.919,0.980,0.790,1.109,0,0.0,0,0.25,2.10,3.10,3.75,2.62,3.00,2.87,47.4,26.0,26.5,100.0,0.0,24.0,0.0,100.0,0.0,41.0,0.0,0.0,23.0,0.0,25.0,3
1.070,0.720,0.850,1.049,0,1.25,0,0.75,1.61,4.00,5.00,1.53,4.20,6.25,49.4,15.3,35.4,100.0,0.0,61.0,0.0,100.0,0.0,26.0,0.0,0.0,63.0,0.0,17.0,1
0.899,1.029,0.920,0.980,0.5,0,0.5,0,3.60,3.60,1.95,4.00,3.50,1.95,8.1,16.5,75.5,81.0,0.0,100.0,0.0,100.0,0.0,0.0,82.0,0.0,63.0,77.0,0.0,0
0.950,0.899,0.880,0.980,0,0.25,0,0.0,2.54,3.29,2.70,2.20,3.29,3.25,35.5,20.6,43.9,100.0,0.0,38.0,0.0,0.0,30.0,5.0,0.0,0.0,40.0,28.0,0.0,0
0.840,1.089,1.000,0.899,0,0.5,0,0.5,1.90,3.39,4.00,1.80,3.79,4.20,78.0,9.1,12.9,100.0,0.0,79.0,0.0,69.0,0.0,73.0,0.0,0.0,80.0,0.0,71.0,0
0.700,1.100,0.909,0.990,0,0.25,0,0.75,1.66,3.50,5.50,2.00,3.20,4.00,25.9,15.2,58.9,100.0,0.0,49.0,0.0,100.0,0.0,0.0,9.0,0.0,48.0,78.0,0.0,3
0.770,1.020,0.975,0.875,0.25,0.0,0,0.0,2.62,3.30,2.62,2.90,3.30,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.100,0.774,0.880,0.980,0,1.0,0,1.5,1.25,5.50,12.00,1.57,4.20,5.25,54.5,29.2,16.3,100.0,0.0,34.0,0.0,100.0,0.0,31.0,0.0,0.0,36.0,0.0,68.0,3
1.024,0.825,0.800,1.049,0.75,0,0.75,0,4.00,3.50,1.72,5.00,3.75,1.66,3.6,7.8,88.6,100.0,0.0,85.0,0.0,0.0,63.0,0.0,95.0,0.0,86.0,69.0,0.0,0
1.109,0.820,1.000,0.900,0,0.25,0,0.25,2.25,3.50,3.00,2.39,3.50,2.89,35.0,39.4,25.6,0.0,6.0,0.0,22.0,22.0,0.0,6.0,0.0,17.0,0.0,0.0,24.0,1
0.889,1.040,0.750,1.169,1.0,0,1.5,0,7.50,4.75,1.39,5.25,4.50,1.57,19.5,17.2,63.3,100.0,0.0,63.0,0.0,0.0,39.0,0.0,62.0,0.0,64.0,40.0,0.0,3
0.860,1.040,0.899,1.000,0,0.75,0,0.75,1.66,3.60,5.50,1.61,3.75,5.50,57.1,11.4,31.6,100.0,0.0,72.0,0.0,23.0,0.0,43.0,0.0,0.0,74.0,0.0,30.0,3
0.720,1.070,0.950,0.899,1.25,0,1.0,0,7.00,4.20,1.36,8.00,4.20,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.975,0.875,0.875,0.975,0,0.5,0,0.5,1.90,3.40,4.00,1.90,3.60,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.850,1.049,0.840,1.060,0,0.75,0,0.75,1.66,3.79,5.00,1.61,4.33,5.00,40.9,9.5,49.6,100.0,0.0,73.0,0.0,100.0,0.0,19.0,0.0,0.0,75.0,31.0,0.0,0
0.899,1.009,0.750,1.169,0,1.25,0,1.25,1.39,4.75,7.00,1.36,5.00,8.50,29.6,11.6,58.8,0.0,5.0,62.0,0.0,0.0,83.0,5.0,0.0,0.0,63.0,68.0,0.0,1
1.020,0.770,0.850,0.950,0,1.5,0,1.25,1.36,4.00,9.00,1.33,4.50,12.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.174,0.770,1.100,0.800,0,0.0,0,0.0,3.10,3.20,2.37,3.00,3.25,2.45,40.8,11.4,47.8,100.0,0.0,66.0,0.0,100.0,0.0,15.0,0.0,0.0,68.0,38.0,0.0,0
0.899,0.950,0.930,0.930,0,1.25,0,1.25,1.33,5.00,9.00,1.36,4.75,8.00,49.1,14.9,35.9,100.0,0.0,64.0,0.0,12.0,0.0,24.0,0.0,0.0,65.0,0.0,26.0,3
1.149,0.790,0.840,1.060,0.75,0,1.25,0,8.50,4.33,1.39,6.50,3.75,1.66,27.7,21.1,51.2,26.0,0.0,48.0,0.0,0.0,28.0,0.0,36.0,0.0,47.0,29.0,0.0,0
0.750,1.040,0.875,0.975,0,0.75,0,0.75,1.66,3.60,5.50,1.57,3.79,6.00,34.0,28.4,37.6,100.0,0.0,17.0,0.0,100.0,0.0,4.0,0.0,0.0,14.0,2.0,0.0,3
0.919,1.009,1.040,0.860,0,0.25,0,0.5,1.95,3.60,3.60,2.14,3.50,3.29,66.9,16.9,16.2,0.0,73.0,56.0,0.0,57.0,0.0,72.0,0.0,0.0,56.0,0.0,58.0,3
1.000,0.929,1.089,0.810,0,0.0,0,0.25,2.37,3.39,2.87,2.79,3.20,2.70,26.0,19.2,54.8,21.0,0.0,42.0,0.0,0.0,56.0,0.0,23.0,0.0,44.0,59.0,0.0,3
0.770,1.020,1.000,0.899,0.5,0,0.5,0,4.20,3.60,1.83,3.50,3.60,2.00,8.7,12.2,79.1,79.0,0.0,70.0,0.0,0.0,87.0,0.0,80.0,0.0,71.0,90.0,0.0,3
0.800,1.140,0.990,0.909,0.25,0,0.25,0,3.10,3.60,2.14,2.79,3.75,2.39,27.7,20.2,52.0,24.0,0.0,43.0,0.0,0.0,51.0,0.0,23.0,0.0,45.0,48.0,0.0,0
1.149,0.790,0.970,0.820,0,0.25,0,0.25,2.25,3.25,3.20,2.45,3.20,3.00,26.3,26.8,46.9,22.0,0.0,20.0,0.0,0.0,44.0,0.0,23.0,0.0,20.0,44.0,0.0,0
1.009,0.919,0.870,1.029,0,1.25,0,1.5,1.28,5.75,9.00,1.44,4.90,7.50,58.6,15.2,26.2,0.0,28.0,64.0,0.0,39.0,0.0,31.0,0.0,0.0,67.0,0.0,46.0,3
0.879,1.049,1.125,0.780,1.0,0,0.75,0,5.75,4.00,1.55,7.50,4.09,1.53,31.1,16.0,53.0,22.0,0.0,61.0,0.0,0.0,29.0,0.0,32.0,0.0,61.0,31.0,0.0,0
1.140,0.800,0.820,1.080,0,0.25,0,0.5,1.75,3.39,5.00,2.50,2.95,3.50,45.0,29.8,25.2,0.0,39.0,19.0,0.0,31.0,0.0,31.0,0.0,0.0,15.0,0.0,31.0,1
1.020,0.909,0.870,1.029,0,0.75,0,0.5,1.80,3.50,4.50,1.75,3.89,5.00,75.6,11.9,12.6,0.0,59.0,74.0,0.0,70.0,0.0,64.0,0.0,0.0,75.0,0.0,74.0,3
1.029,0.899,1.000,0.899,0,0.5,0,0.5,1.95,3.20,4.20,2.04,3.39,4.09,49.7,25.6,24.7,100.0,0.0,29.0,0.0,31.0,0.0,36.0,0.0,0.0,31.0,0.0,35.0,3
1.009,0.919,0.990,0.909,0,0.25,0,0.5,1.90,3.25,4.33,2.29,3.39,3.39,57.3,19.3,23.4,0.0,65.0,50.0,0.0,42.0,0.0,57.0,0.0,0.0,48.0,0.0,41.0,1
0.810,1.089,1.350,0.570,0,0.75,0,1.5,1.44,4.00,8.00,1.60,4.00,6.50,37.5,19.7,42.8,0.0,13.0,43.0,0.0,0.0,24.0,13.0,0.0,0.0,43.0,13.0,0.0,3
0.670,1.140,0.990,0.909,0,0.0,0,0.0,2.79,3.10,2.62,2.50,3.20,3.20,41.4,35.3,23.3,0.0,24.0,0.0,2.0,33.0,0.0,24.0,0.0,1.0,0.0,0.0,34.0,1
1.000,0.800,1.100,0.800,0,1.25,0,1.5,1.36,5.00,7.50,1.44,4.75,8.00,26.9,20.6,52.5,3.0,0.0,29.0,0.0,0.0,78.0,0.0,4.0,0.0,29.0,56.0,0.0,3
0.950,0.950,0.700,1.100,0,0.25,0,0.25,2.00,3.29,3.79,2.29,3.25,3.50,61.4,21.6,17.0,0.0,65.0,41.0,0.0,55.0,0.0,65.0,0.0,0.0,42.0,0.0,56.0,0
1.000,0.899,1.109,0.790,0,0.25,0,0.25,2.37,3.25,3.00,2.37,3.29,3.29,43.1,21.4,35.5,0.0,21.0,37.0,0.0,0.0,11.0,22.0,0.0,0.0,38.0,6.0,0.0,0
0.970,0.929,0.750,1.040,0,0.75,0,0.5,1.75,3.39,5.00,1.75,3.60,5.75,58.3,18.3,23.4,100.0,0.0,55.0,0.0,100.0,0.0,44.0,0.0,0.0,56.0,0.0,48.0,1
0.889,1.009,0.960,0.940,0.25,0,0.25,0,3.39,3.29,2.14,3.29,3.29,2.37,24.2,47.8,28.0,26.0,0.0,0.0,48.0,15.0,0.0,0.0,28.0,48.0,0.0,0.0,15.0,0
0.980,0.919,1.060,0.840,0.25,0,0.0,0.0,2.87,3.10,2.54,3.39,3.60,2.20,27.4,16.4,56.3,100.0,0.0,57.0,0.0,100.0,0.0,0.0,28.0,0.0,57.0,54.0,0.0,0
0.850,1.049,0.800,1.100,0.25,0.0,0,0.0,2.45,3.10,3.00,3.25,3.29,2.39,24.9,23.7,51.4,30.0,0.0,33.0,0.0,0.0,49.0,0.0,31.0,0.0,33.0,47.0,0.0,3
0.770,1.020,0.750,1.040,0,1.0,0,1.25,1.33,5.00,9.00,1.44,4.50,8.50,42.1,22.4,35.5,0.0,14.0,41.0,0.0,0.0,2.0,16.0,0.0,0.0,42.0,0.0,13.0,0
0.950,0.899,1.024,0.825,0,0.25,0,0.25,2.25,3.25,3.20,2.35,3.39,3.29,63.1,8.3,28.5,0.0,71.0,77.0,0.0,22.0,0.0,70.0,0.0,0.0,78.0,0.0,24.0,3
0.950,0.899,0.925,0.925,0,0.25,0,0.0,2.60,3.60,2.50,2.29,3.70,3.10,23.2,36.5,40.3,30.0,0.0,0.0,17.0,0.0,27.0,0.0,30.0,12.0,0.0,27.0,0.0,3
0.800,1.049,1.024,0.825,0,0.5,0,0.5,2.00,3.50,3.60,1.85,3.60,4.75,42.0,18.3,39.7,100.0,0.0,46.0,0.0,100.0,0.0,23.0,0.0,0.0,48.0,6.0,0.0,3
0.720,1.070,0.800,1.049,0.5,0,0.5,0,3.75,3.39,2.00,4.00,3.25,2.14,12.1,22.6,65.3,70.0,0.0,46.0,0.0,0.0,66.0,0.0,72.0,0.0,45.0,66.0,0.0,0
1.020,0.770,0.825,1.024,0,0.25,0,0.0,2.60,3.39,2.60,2.50,3.60,2.89,34.0,6.0,60.0,3.0,0.0,82.0,0.0,0.0,71.0,0.0,4.0,0.0,84.0,75.0,0.0,3
0.899,0.950,0.925,0.925,0,0.25,0,0.5,1.90,3.60,3.79,2.25,3.60,3.29,61.9,7.6,30.5,100.0,0.0,81.0,0.0,25.0,0.0,67.0,0.0,0.0,82.0,0.0,28.0,0
1.024,0.825,0.925,0.925,0,0.5,0,0.5,1.90,3.50,4.00,2.10,3.79,3.50,31.1,9.6,59.3,100.0,0.0,70.0,0.0,0.0,78.0,0.0,7.0,0.0,72.0,77.0,0.0,3
0.920,0.870,1.024,0.825,1.0,0,1.0,0,6.00,4.33,1.50,7.00,4.59,1.50,63.4,10.4,26.3,0.0,142.0,61.0,0.0,8.0,0.0,120.0,0.0,0.0,64.0,0.0,6.0,0
1.000,0.850,0.975,0.875,0,0.5,0,0.25,2.25,3.50,3.00,2.04,3.50,3.89,72.2,3.8,24.1,100.0,0.0,90.0,0.0,39.0,0.0,78.0,0.0,0.0,92.0,0.0,45.0,1
0.750,1.040,1.024,0.825,0,0.0,0,0.25,2.29,3.39,3.00,2.60,3.25,3.00,53.0,10.9,36.1,100.0,0.0,69.0,0.0,0.0,5.0,52.0,0.0,0.0,70.0,1.0,0.0,3
1.070,0.720,0.774,1.100,0,0.75,0,0.5,1.72,3.79,4.50,1.90,3.75,4.20,36.7,5.3,58.0,0.0,12.0,84.0,0.0,0.0,65.0,12.0,0.0,0.0,85.0,66.0,0.0,0
0.670,1.140,0.925,0.925,0,0.0,0,0.25,2.25,3.20,3.25,2.45,3.10,3.39,40.8,17.1,42.0,0.0,17.0,50.0,0.0,0.0,31.0,20.0,0.0,0.0,50.0,25.0,0.0,1
0.850,0.950,1.020,0.830,0,0.5,0,0.75,1.70,3.60,5.00,1.90,3.60,3.79,4.2,1.8,94.1,100.0,0.0,92.0,0.0,100.0,0.0,0.0,84.0,0.0,94.0,266.0,0.0,1
0.925,0.925,0.900,0.950,0,0.5,0,0.25,2.10,3.25,3.50,1.90,3.39,4.00,93.8,4.8,1.4,0.0,91.0,89.0,0.0,97.0,0.0,102.0,0.0,0.0,90.0,0.0,98.0,3
1.020,0.770,0.800,1.050,0,0.5,0,0.0,2.50,3.25,2.79,2.04,3.29,3.75,74.1,15.2,10.6,0.0,75.0,62.0,0.0,73.0,0.0,84.0,0.0,0.0,63.0,0.0,75.0,3
0.850,1.000,0.770,1.100,0.25,0,0.25,0,3.20,3.39,2.20,3.10,3.39,2.25,16.7,6.2,77.1,57.0,0.0,84.0,0.0,0.0,98.0,0.0,58.0,0.0,85.0,105.0,0.0,0
0.850,1.080,0.800,1.100,0,1.25,0,1.25,1.28,5.00,12.00,1.33,4.75,11.00,56.6,18.4,25.0,100.0,0.0,59.0,0.0,42.0,0.0,23.0,0.0,0.0,62.0,0.0,56.0,1
1.000,0.929,1.060,0.840,0,0.25,0,0.5,2.00,3.10,4.20,2.20,3.00,3.60,72.8,16.1,11.1,100.0,0.0,61.0,0.0,100.0,0.0,89.0,0.0,0.0,61.0,0.0,77.0,0
0.720,1.070,1.049,0.850,0,0.0,0,0.75,1.75,3.39,5.00,2.39,3.00,3.20,52.4,13.4,34.2,0.0,51.0,61.0,0.0,3.0,0.0,51.0,0.0,0.0,61.0,0.0,5.0,1
0.975,0.875,0.830,1.020,0,1.0,0,1.0,1.44,4.50,6.50,1.53,4.00,6.00,56.1,15.3,28.6,0.0,30.0,61.0,0.0,25.0,0.0,34.0,0.0,0.0,63.0,0.0,35.0,3
0.760,1.154,0.600,1.290,0.25,0.0,0.25,0.0,2.60,3.25,2.70,3.00,3.29,2.60,37.7,16.9,45.3,100.0,0.0,50.0,0.0,0.0,33.0,7.0,0.0,0.0,51.0,33.0,0.0,1
0.970,0.960,1.200,0.640,0,0.5,0,0.75,1.85,3.50,4.20,1.90,3.50,4.20,62.6,14.3,23.1,100.0,0.0,62.0,0.0,38.0,0.0,60.0,0.0,0.0,64.0,0.0,43.0,0
0.840,1.089,0.720,1.214,0,0.75,0,1.0,1.39,4.50,8.00,1.61,3.75,6.00,53.8,14.7,31.5,0.0,34.0,65.0,0.0,28.0,0.0,36.0,0.0,0.0,65.0,0.0,35.0,3
0.840,1.060,0.830,1.070,0.25,0,0.25,0,2.87,3.39,2.37,3.25,3.50,2.10,29.6,23.2,47.2,100.0,0.0,34.0,0.0,0.0,39.0,0.0,22.0,0.0,35.0,36.0,0.0,1
0.950,0.950,1.070,0.830,0,0.25,0,0.5,2.04,3.50,3.39,2.10,3.40,3.40,60.7,16.2,23.1,0.0,61.0,57.0,0.0,40.0,0.0,63.0,0.0,0.0,57.0,0.0,43.0,1
0.840,1.060,0.900,1.000,0,0.75,0,1.0,1.50,4.33,6.00,1.60,4.00,5.00,47.1,24.2,28.7,0.0,22.0,36.0,0.0,24.0,0.0,24.0,0.0,0.0,38.0,0.0,31.0,3
0.879,1.049,1.029,0.870,0,0.0,0,0.0,2.87,3.00,2.60,2.75,3.00,2.87,27.5,26.6,45.9,18.0,0.0,18.0,0.0,0.0,40.0,0.0,19.0,0.0,19.0,36.0,0.0,3
0.810,1.125,1.109,0.790,0,0.25,0,0.5,2.04,3.10,4.00,2.10,3.29,3.60,77.0,10.4,12.5,100.0,0.0,72.0,0.0,68.0,0.0,88.0,0.0,0.0,73.0,0.0,70.0,3
0.870,1.060,0.890,0.890,0,0.5,0,0.75,1.70,3.29,5.75,1.80,3.29,5.25,73.3,11.4,15.3,100.0,0.0,74.0,0.0,67.0,0.0,64.0,0.0,0.0,75.0,0.0,69.0,3
0.929,1.000,1.109,0.790,0,0.25,0,0.5,2.04,3.20,3.75,2.10,3.39,3.50,47.5,8.6,44.0,100.0,0.0,76.0,0.0,100.0,0.0,36.0,0.0,0.0,76.0,18.0,0.0,3
0.919,1.009,1.009,0.889,0,0.0,0,0.0,2.70,3.10,2.70,2.62,3.00,2.89,70.0,18.6,11.4,0.0,107.0,45.0,0.0,66.0,0.0,104.0,0.0,0.0,45.0,0.0,68.0,3
1.040,0.750,0.875,0.975,0,1.0,0,0.5,1.83,3.60,4.09,1.61,4.00,5.00,16.4,9.8,73.8,100.0,0.0,61.0,0.0,100.0,0.0,0.0,35.0,0.0,64.0,176.0,0.0,3
0.825,1.024,0.880,0.980,0,0.25,0,0.25,2.14,3.50,3.20,2.04,3.50,3.50,23.5,32.6,43.9,100.0,0.0,0.0,4.0,100.0,0.0,0.0,22.0,5.0,0.0,29.0,0.0,3
1.100,0.774,0.980,0.880,0,0.25,0,0.25,2.25,3.39,3.10,2.29,3.39,3.00,6.7,18.1,75.2,78.0,0.0,42.0,0.0,0.0,135.0,0.0,79.0,0.0,44.0,137.0,0.0,0
1.100,0.830,1.060,0.840,0.5,0,0.25,0,3.60,3.50,2.00,4.20,3.89,1.80,28.0,11.6,60.4,36.0,0.0,72.0,0.0,0.0,49.0,0.0,37.0,0.0,74.0,48.0,0.0,3
1.049,0.850,0.830,1.070,0,0.5,0,0.5,1.83,3.75,4.00,2.00,3.60,3.60,63.2,16.3,20.5,0.0,58.0,58.0,0.0,47.0,0.0,60.0,0.0,0.0,59.0,0.0,49.0,1
0.929,0.970,0.919,0.980,0.25,0,0.25,0,3.20,3.25,2.25,3.20,3.39,2.20,20.4,13.8,65.7,100.0,0.0,65.0,0.0,100.0,0.0,0.0,50.0,0.0,65.0,74.0,0.0,0
1.070,0.720,0.975,0.875,0,1.25,0,1.0,1.44,4.00,6.00,1.44,4.33,7.00,78.7,13.6,7.7,0.0,42.0,74.0,0.0,86.0,0.0,47.0,0.0,0.0,77.0,0.0,88.0,1
1.024,0.825,0.825,1.024,0,0.5,0,0.25,2.20,3.30,3.25,1.95,3.40,3.90,71.2,16.2,12.6,100.0,0.0,60.0,0.0,70.0,0.0,73.0,0.0,0.0,62.0,0.0,71.0,1
1.070,0.720,1.100,0.774,0.25,0,0.25,0,3.60,3.30,2.05,3.75,3.40,2.00,39.2,27.7,33.1,100.0,0.0,14.0,0.0,1.0,0.0,15.0,0.0,0.0,17.0,1.0,0.0,1
1.020,0.770,0.700,1.200,0,1.0,0,0.75,1.66,3.50,5.50,1.57,4.00,5.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.750,1.040,0.875,0.975,0,0.5,0,0.75,1.50,4.00,6.50,1.75,3.60,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1.024,0.825,0.975,0.875,0,0.0,0,0.0,2.40,3.30,2.87,2.75,3.10,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.950,0.850,0.899,0.899,0,0.5,0,0.75,1.39,4.00,7.00,1.95,3.00,4.50,40.8,35.9,23.4,0.0,8.0,0.0,9.0,35.0,0.0,20.0,0.0,0.0,8.0,0.0,36.0,0
0.960,0.940,1.140,0.770,0.25,0,0.0,0.0,2.60,3.39,2.60,3.50,3.50,2.04,14.4,26.4,59.2,100.0,0.0,26.0,0.0,0.0,56.0,0.0,63.0,0.0,30.0,62.0,0.0,0
0.850,0.950,0.950,0.850,0,0.5,0,0.75,2.29,3.10,2.79,1.83,3.10,5.00,39.6,36.4,24.0,0.0,5.0,1.0,0.0,28.0,0.0,11.0,0.0,0.0,0.0,0.0,30.0,3
1.000,0.850,0.925,0.925,0.75,0,0.75,0,5.25,3.50,1.70,5.25,3.89,1.64,21.2,19.9,58.9,50.0,0.0,51.0,0.0,0.0,37.0,0.0,55.0,0.0,54.0,41.0,0.0,0
0.925,0.925,0.925,0.925,0,0.75,0,0.75,1.66,3.50,5.50,1.64,3.75,5.25,37.9,18.2,43.9,100.0,0.0,45.0,0.0,0.0,27.0,15.0,0.0,0.0,47.0,16.0,0.0,1
1.040,0.750,0.774,1.100,0,0.5,0,0.25,2.04,3.00,4.09,2.04,3.25,3.75,65.7,12.5,21.8,0.0,71.0,67.0,0.0,43.0,0.0,71.0,0.0,0.0,68.0,0.0,46.0,3
0.720,1.070,0.850,1.000,0,0.0,0,0.25,2.10,3.25,3.60,2.50,3.10,2.89,62.9,14.0,23.1,0.0,73.0,61.0,0.0,37.0,0.0,76.0,0.0,0.0,62.0,0.0,38.0,1
0.950,0.899,1.100,0.774,0,0.25,0,0.25,2.45,3.00,3.10,2.20,3.29,3.25,51.2,15.6,33.2,100.0,0.0,57.0,0.0,6.0,0.0,44.0,0.0,0.0,58.0,0.0,9.0,3
0.750,1.040,1.049,0.800,0.25,0.0,0,0.0,3.10,2.89,2.50,3.00,3.10,2.45,32.1,34.0,33.9,100.0,0.0,0.0,1.0,100.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0
0.825,1.024,0.950,0.899,0.25,0.0,0.25,0.0,3.60,3.20,2.10,3.00,3.20,2.39,17.4,27.6,55.0,100.0,0.0,20.0,0.0,100.0,0.0,0.0,50.0,0.0,22.0,57.0,0.0,1
0.950,0.899,1.100,0.774,0,0.25,0,0.25,2.45,2.89,3.20,2.20,3.20,3.39,46.9,15.4,37.7,0.0,38.0,56.0,0.0,0.0,8.0,36.0,0.0,0.0,57.0,4.0,0.0,0
0.889,1.009,0.830,1.070,0,0.0,0,0.0,2.50,3.50,2.62,2.45,3.40,2.75,41.2,27.6,31.2,100.0,0.0,20.0,0.0,100.0,0.0,21.0,0.0,0.0,22.0,0.0,6.0,1
1.000,0.850,1.200,0.700,0.25,0,0.5,0,4.75,4.00,1.64,3.39,3.60,2.04,48.2,16.3,35.5,0.0,35.0,52.0,0.0,0.0,6.0,35.0,0.0,0.0,54.0,7.0,0.0,3
0.899,0.950,0.700,1.200,0,0.75,0,0.75,1.53,4.33,5.50,1.64,4.50,4.33,49.0,12.2,38.8,100.0,0.0,68.0,0.0,5.0,0.0,29.0,0.0,0.0,70.0,0.0,7.0,0
0.825,1.024,0.950,0.899,0.5,0,0.5,0,3.60,4.00,1.85,3.39,3.89,1.95,28.9,31.5,39.6,20.0,0.0,11.0,0.0,0.0,17.0,0.0,24.0,0.0,11.0,18.0,0.0,3
0.800,1.049,1.024,0.825,0,0.75,0,0.75,1.75,3.79,4.33,1.61,3.79,5.50,64.5,11.8,23.7,100.0,0.0,72.0,0.0,100.0,0.0,48.0,0.0,0.0,74.0,0.0,48.0,3
1.040,0.750,1.100,0.774,0,0.25,0,0.25,2.37,3.50,2.79,2.37,3.60,2.75,20.2,12.9,66.9,40.0,0.0,61.0,0.0,0.0,92.0,0.0,40.0,0.0,64.0,95.0,0.0,3
0.950,0.899,1.100,0.774,0,0.0,0,0.25,2.37,3.50,2.79,2.60,3.39,2.60,30.2,37.8,32.0,4.0,0.0,0.0,17.0,4.0,0.0,0.0,6.0,11.0,0.0,0.0,4.0,0
1.000,0.850,1.024,0.825,0,0.5,0,0.5,2.00,3.50,3.60,2.00,3.75,3.29,54.8,10.5,34.6,0.0,43.0,70.0,0.0,7.0,0.0,45.0,0.0,0.0,73.0,0.0,9.0,3
0.899,0.950,0.875,0.975,0,0.75,0,0.75,1.64,4.09,4.75,1.66,4.20,4.33,36.1,28.1,35.7,100.0,0.0,14.0,0.0,100.0,0.0,7.0,0.0,0.0,19.0,0.0,1.0,3
0.850,1.049,1.089,0.810,1.25,0,1.5,0,12.00,5.50,1.25,7.00,4.33,1.44,29.0,24.8,46.2,100.0,0.0,41.0,0.0,0.0,17.0,0.0,46.0,0.0,42.0,20.0,0.0,1
1.089,0.840,1.089,0.810,0.25,0,0.5,0,4.33,3.79,1.75,3.50,3.50,2.10,16.5,22.4,61.1,100.0,0.0,40.0,0.0,100.0,0.0,0.0,58.0,0.0,41.0,60.0,0.0,1
1.049,0.800,0.950,0.900,0,0.75,0,1.25,1.36,4.75,8.00,1.70,3.79,4.75,42.4,31.2,26.4,100.0,0.0,19.0,0.0,100.0,0.0,20.0,0.0,0.0,17.0,0.0,37.0,3
0.850,1.049,0.970,0.929,0,0.25,0,0.5,2.00,3.39,3.75,2.14,3.39,3.75,65.8,15.4,18.8,0.0,73.0,62.0,0.0,56.0,0.0,69.0,0.0,0.0,62.0,0.0,56.0,1
1.100,0.830,0.990,0.909,0.5,0,0.5,0,4.33,3.50,1.83,4.59,3.60,1.80,18.9,17.7,63.4,56.0,0.0,58.0,0.0,0.0,54.0,0.0,59.0,0.0,59.0,53.0,0.0,0
0.970,0.960,0.899,1.000,0,0.0,0,0.0,2.54,3.29,2.75,2.70,3.10,2.79,40.9,27.0,32.1,100.0,0.0,20.0,0.0,100.0,0.0,22.0,0.0,0.0,20.0,0.0,5.0,1
