mshui0,gshui0,mshui9,gshui9,mrangqui0,grangqui0,mrangqui9,grangqui9,pwin0,pdraw0,plost0,pwin9,pdraw9,plost9,bf_idx_m,bf_idx_d,bf_idx_g,profit3,loss3,profit1,loss1,profit0,loss0,hot3,cool3,hot1,cool1,hot0,cool0,kwin
0.975,0.875,0.825,1.024,0,0.25,0,0.25,2.04,3.20,3.75,2.25,3.20,3.20,15.0,34.8,50.2,100.0,0.0,0.0,8.0,100.0,0.0,0.0,48.0,11.0,0.0,58.0,0.0,3
1.029,0.899,0.980,0.950,0,1.5,0,1.25,1.36,4.50,9.00,1.33,5.50,11.00,52.8,22.8,24.4,0.0,17.0,48.0,0.0,44.0,0.0,20.0,0.0,0.0,52.0,0.0,53.0,1
1.000,0.929,1.050,0.880,0.25,0,0.25,0,3.60,3.25,2.10,3.75,3.10,2.30,28.1,28.9,43.1,15.0,0.0,17.0,0.0,0.0,22.0,0.0,19.0,0.0,16.0,23.0,0.0,0
0.909,1.020,0.980,0.950,0,0.75,0,0.5,1.85,3.39,4.33,1.66,3.75,6.50,62.1,14.2,23.7,0.0,41.0,66.0,0.0,42.0,0.0,46.0,0.0,0.0,68.0,0.0,50.0,3
0.620,1.250,1.049,0.750,0,0.0,0.0,0.0,2.80,3.60,2.30,2.10,3.60,3.25,89.2,5.1,5.7,0.0,114.0,88.0,0.0,84.0,0.0,124.0,0.0,0.0,89.0,0.0,86.0,3
1.100,0.700,1.000,0.800,0,0.5,0,0.5,2.00,3.50,3.60,2.04,3.60,3.40,90.8,4.5,4.7,0.0,114.0,89.0,0.0,89.0,0.0,109.0,0.0,0.0,90.0,0.0,91.0,3
0.970,0.960,0.760,1.190,1.0,0,1.0,0,6.00,3.39,1.66,9.00,4.00,1.50,30.9,21.0,48.2,18.0,0.0,45.0,0.0,0.0,19.0,0.0,29.0,0.0,48.0,23.0,0.0,0
0.850,1.080,0.980,0.950,0,0.25,0,0.25,2.25,2.89,3.60,2.20,3.00,4.20,59.1,20.7,20.2,0.0,64.0,45.0,0.0,44.0,0.0,60.0,0.0,0.0,45.0,0.0,46.0,0
0.860,1.069,1.050,0.880,0.5,0,0.5,0,4.00,3.50,1.90,4.50,3.25,2.00,23.8,23.4,52.8,36.0,0.0,36.0,0.0,0.0,42.0,0.0,36.0,0.0,37.0,39.0,0.0,1
0.850,0.950,1.000,0.800,0,0.25,0,0.75,1.70,4.00,4.33,2.04,3.75,3.25,60.3,10.4,29.3,0.0,46.0,74.0,0.0,27.0,0.0,65.0,0.0,0.0,77.0,0.0,41.0,3
1.080,0.850,1.070,0.860,0,1.25,0,1.25,1.30,4.75,12.00,1.44,4.33,9.50,46.9,20.2,32.9,0.0,19.0,49.0,0.0,20.0,0.0,20.0,0.0,0.0,50.0,0.0,23.0,3
0.850,1.000,0.825,1.024,0,0.25,0,0.25,2.10,3.10,3.75,2.04,3.10,3.90,41.1,37.9,21.0,0.0,19.0,0.0,4.0,40.0,0.0,20.0,0.0,7.0,0.0,0.0,43.0,1
0.875,0.975,0.925,0.925,0,0.0,0,0.25,2.14,3.20,3.50,2.50,3.20,2.80,48.0,25.8,26.2,0.0,53.0,27.0,0.0,32.0,0.0,49.0,0.0,0.0,28.0,0.0,32.0,0
0.975,0.875,1.250,0.675,0.25,0,0.0,0.0,3.40,3.00,2.30,3.50,3.20,2.14,19.1,42.9,38.0,45.0,0.0,0.0,19.0,0.0,12.0,0.0,48.0,21.0,0.0,11.0,0.0,1
0.850,1.000,1.250,0.675,0.25,0,0,0.25,2.60,3.10,2.80,3.20,3.20,2.30,30.9,35.6,33.4,0.0,5.0,0.0,6.0,9.0,0.0,2.0,0.0,4.0,0.0,0.0,7.0,1
0.770,1.020,0.875,0.975,0,0.25,0,0.25,2.04,3.50,3.40,1.90,3.75,3.60,59.4,14.7,26.0,0.0,50.0,62.0,0.0,31.0,0.0,54.0,0.0,0.0,64.0,0.0,35.0,0
0.925,0.925,0.825,1.024,0,0.75,0,0.25,2.04,3.50,3.40,1.66,4.20,4.33,72.0,9.6,18.4,0.0,57.0,78.0,0.0,57.0,0.0,59.0,0.0,0.0,80.0,0.0,60.0,3
1.024,0.825,1.024,0.825,0,0.5,0,0.5,2.00,3.10,4.20,2.00,3.20,4.00,70.0,14.0,15.9,0.0,76.0,65.0,0.0,63.0,0.0,73.0,0.0,0.0,65.0,0.0,64.0,3
0.774,1.100,0.825,1.024,0,0.25,0,0.25,2.04,3.20,3.75,2.04,3.25,3.75,40.2,19.7,40.1,0.0,18.0,43.0,0.0,0.0,19.0,20.0,0.0,0.0,43.0,11.0,0.0,1
1.049,0.800,1.024,0.825,0,1.0,0,1.0,1.57,3.90,5.75,1.53,4.00,6.00,54.3,19.5,26.2,0.0,30.0,57.0,0.0,43.0,0.0,32.0,0.0,0.0,59.0,0.0,50.0,1
1.000,0.850,0.825,1.024,0,1.0,0,0.5,1.80,3.60,4.33,1.53,4.00,6.00,52.6,20.4,27.0,0.0,29.0,52.0,0.0,34.0,0.0,31.0,0.0,0.0,53.0,0.0,42.0,3
0.899,0.950,0.875,0.975,0,1.5,0,1.25,1.36,4.75,8.50,1.28,5.50,9.50,63.7,12.3,24.0,0.0,22.0,75.0,0.0,54.0,0.0,27.0,0.0,0.0,78.0,0.0,64.0,3
1.070,0.720,0.750,1.125,0,1.25,0,0.75,1.55,3.60,7.00,1.44,4.00,8.50,63.2,9.1,27.6,0.0,33.0,79.0,0.0,37.0,0.0,39.0,0.0,0.0,81.0,0.0,48.0,3
0.850,1.000,0.750,1.125,0,0.5,0,0.0,2.45,3.00,3.10,1.85,3.40,4.33,58.9,14.3,26.9,0.0,43.0,63.0,0.0,23.0,0.0,51.0,0.0,0.0,65.0,0.0,33.0,3
0.850,1.000,1.024,0.825,0,0.25,0,0.25,2.30,3.40,3.00,2.04,3.40,3.50,71.9,15.5,12.6,0.0,80.0,62.0,0.0,68.0,0.0,82.0,0.0,0.0,63.0,0.0,70.0,1
0.925,0.925,1.024,0.825,0,0.25,0,0.25,2.30,3.40,3.00,2.14,3.50,3.20,70.3,15.5,14.2,0.0,76.0,60.0,0.0,61.0,0.0,83.0,0.0,0.0,62.0,0.0,63.0,1
0.899,0.950,1.125,0.750,0.25,0,0,0.25,2.50,3.00,3.00,3.40,3.10,2.25,24.4,28.8,46.9,19.0,0.0,16.0,0.0,0.0,25.0,0.0,23.0,0.0,18.0,29.0,0.0,3
1.000,0.850,0.925,0.925,0,1.25,0,1.0,1.53,3.75,7.00,1.40,4.50,7.50,36.6,29.5,34.0,0.0,6.0,15.0,0.0,4.0,0.0,9.0,0.0,0.0,19.0,0.0,23.0,3
0.790,1.109,1.060,0.840,0.5,0,0.5,0,3.80,3.80,1.85,3.75,3.40,2.00,15.8,35.2,48.9,58.0,0.0,9.0,0.0,0.0,39.0,0.0,60.0,0.0,7.0,36.0,0.0,3
0.925,0.925,0.875,0.975,0.5,0,0.5,0,4.20,3.20,1.90,4.00,3.30,1.95,7.6,9.1,83.3,83.0,0.0,80.0,0.0,0.0,80.0,0.0,85.0,0.0,81.0,85.0,0.0,0
1.000,0.850,0.800,1.049,0,0.25,0,0.0,2.35,3.20,3.00,2.20,3.25,3.30,25.5,57.5,17.0,100.0,0.0,0.0,82.0,100.0,0.0,0.0,24.0,81.0,0.0,0.0,45.0,3
0.950,0.899,0.975,0.875,0,0.25,0,0.25,2.20,3.10,3.40,2.20,3.10,3.50,72.4,12.9,14.6,100.0,0.0,66.0,0.0,100.0,0.0,89.0,0.0,0.0,68.0,0.0,63.0,0
1.000,0.850,0.975,0.875,0.75,0,0.5,0,5.00,3.25,1.80,5.25,3.60,1.66,36.2,13.6,50.2,100.0,0.0,60.0,0.0,100.0,0.0,0.0,2.0,0.0,63.0,31.0,0.0,0
1.125,0.750,0.975,0.875,0,0.25,0,0.25,2.25,3.00,3.40,2.50,3.00,3.00,71.3,18.1,10.6,0.0,90.0,53.0,0.0,71.0,0.0,95.0,0.0,0.0,53.0,0.0,73.0,0
0.750,1.040,0.875,0.975,0.75,0,0.5,0,4.00,3.40,1.90,4.50,3.40,1.83,9.8,15.4,74.8,77.0,0.0,65.0,0.0,0.0,66.0,0.0,79.0,0.0,66.0,71.0,0.0,3
1.100,0.774,0.975,0.875,0,0.25,0,0.25,2.20,3.20,3.30,2.30,3.25,3.10,60.2,30.2,9.6,0.0,70.0,17.0,0.0,73.0,0.0,70.0,0.0,0.0,18.0,0.0,74.0,3
0.774,1.100,1.100,0.774,0,0.75,0,0.5,2.04,3.25,3.60,1.57,3.80,6.00,57.7,21.7,20.6,0.0,37.0,47.0,0.0,47.0,0.0,40.0,0.0,0.0,48.0,0.0,52.0,0
0.925,0.925,1.149,0.725,1.0,0,0.75,0,6.50,3.80,1.53,6.50,4.20,1.53,20.5,17.0,62.5,54.0,0.0,63.0,0.0,0.0,33.0,0.0,60.0,0.0,65.0,38.0,0.0,0
0.990,0.909,0.950,0.950,0.5,0,0.25,0,3.10,3.40,2.25,4.00,3.60,1.85,12.9,32.3,54.8,66.0,0.0,13.0,0.0,0.0,40.0,0.0,68.0,0.0,18.0,43.0,0.0,1
1.069,0.830,0.860,1.040,0,0.5,0,0.25,2.14,3.50,3.20,2.00,3.50,3.60,42.2,9.5,48.3,0.0,24.0,73.0,0.0,0.0,33.0,23.0,0.0,0.0,74.0,33.0,0.0,1
0.889,1.009,1.020,0.879,0.25,0,0,0.0,2.70,3.25,2.60,3.10,3.30,2.30,13.0,18.0,69.0,64.0,0.0,51.0,0.0,0.0,84.0,0.0,65.0,0.0,52.0,86.0,0.0,3
1.009,0.889,1.009,0.889,0.25,0,0.5,0,4.00,3.50,1.90,3.60,3.40,2.04,17.2,34.2,48.7,54.0,0.0,8.0,0.0,0.0,37.0,0.0,55.0,0.0,9.0,37.0,0.0,0
0.830,1.069,0.909,0.990,0,0.25,0,0.0,2.60,3.25,2.70,2.10,3.75,3.20,23.4,44.6,32.0,29.0,0.0,0.0,51.0,0.0,4.0,0.0,28.0,44.0,0.0,2.0,0.0,1
1.040,0.750,0.950,0.950,0,0.75,0,0.5,1.95,3.50,3.75,1.80,3.40,4.50,32.5,34.0,33.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,1
1.024,0.825,0.800,1.049,0,1.0,0,0.75,1.57,3.80,6.00,1.53,3.80,6.50,45.7,25.9,28.4,0.0,20.0,32.0,0.0,31.0,0.0,22.0,0.0,0.0,34.0,0.0,36.0,3
0.825,1.024,0.800,1.049,0,0.5,0,0.25,2.04,3.25,3.75,1.75,3.50,4.75,58.6,12.9,28.5,0.0,45.0,67.0,0.0,26.0,0.0,51.0,0.0,0.0,68.0,0.0,36.0,1
0.899,0.950,1.125,0.750,0.75,0,0.75,0,7.00,3.50,1.57,5.50,3.50,1.66,23.1,15.8,61.0,43.0,0.0,62.0,0.0,0.0,43.0,0.0,49.0,0.0,63.0,46.0,0.0,1
0.720,1.070,1.024,0.825,0,1.25,0,1.25,1.36,4.33,9.50,1.33,4.60,10.00,39.7,32.9,27.4,0.0,6.0,11.0,0.0,26.0,0.0,9.0,0.0,0.0,15.0,0.0,42.0,3
0.720,1.070,0.950,0.899,0,1.25,0,1.25,1.33,4.50,11.00,1.28,4.75,13.00,57.1,22.0,21.0,0.0,19.0,51.0,0.0,52.0,0.0,23.0,0.0,0.0,56.0,0.0,66.0,3
1.024,0.825,0.875,0.975,0,0.25,0,0.25,2.20,3.20,3.40,2.30,3.25,3.10,62.5,22.9,14.6,0.0,80.0,44.0,0.0,66.0,0.0,76.0,0.0,0.0,44.0,0.0,66.0,0
1.024,0.825,1.100,0.774,0,0.25,0,0.5,2.04,3.30,3.60,2.20,3.40,3.20,61.6,30.8,7.6,0.0,69.0,16.0,0.0,79.0,0.0,69.0,0.0,0.0,19.0,0.0,80.0,1
0.950,0.899,0.675,1.250,0.25,0,0.5,0,4.20,3.10,1.95,3.60,3.00,2.20,38.7,26.9,34.4,100.0,0.0,21.0,0.0,100.0,0.0,10.0,0.0,0.0,19.0,6.0,0.0,0
0.899,0.950,1.024,0.825,0,0.5,0,0.75,1.75,3.40,5.00,1.90,3.50,4.00,92.7,5.1,2.2,0.0,88.0,89.0,0.0,95.0,0.0,92.0,0.0,0.0,90.0,0.0,97.0,3
1.200,0.640,0.899,0.950,0,1.0,0,0.5,1.85,3.25,4.60,1.66,3.60,5.50,55.3,31.6,13.0,0.0,30.0,19.0,0.0,64.0,0.0,37.0,0.0,0.0,23.0,0.0,67.0,0
1.000,0.850,1.000,0.850,0,1.0,0,1.0,1.55,4.20,5.50,1.57,4.33,5.00,66.8,25.7,7.5,100.0,0.0,44.0,0.0,83.0,0.0,43.0,0.0,0.0,47.0,0.0,85.0,3
1.000,0.850,0.800,1.049,0,0.0,0,0.0,2.40,3.10,3.00,2.70,3.10,2.70,16.4,56.0,27.6,48.0,0.0,0.0,76.0,14.0,0.0,0.0,49.0,76.0,0.0,0.0,16.0,3
1.089,0.810,0.889,1.009,0.0,0.0,0.25,0.0,2.90,3.50,2.30,2.87,3.40,2.40,13.9,10.3,75.8,62.0,0.0,71.0,0.0,0.0,103.0,0.0,63.0,0.0,73.0,107.0,0.0,3
1.000,0.850,1.049,0.800,0,0.25,0,0.5,2.04,3.40,3.50,2.14,3.60,3.10,60.3,23.4,15.9,0.0,66.0,100.0,0.0,57.0,0.0,66.0,0.0,0.0,39.0,0.0,57.0,1
0.700,1.100,0.975,0.875,0,0.0,0,0.25,2.37,3.00,3.20,2.40,3.20,3.10,26.4,54.5,19.1,19.0,0.0,0.0,69.0,42.0,0.0,0.0,19.0,64.0,0.0,0.0,42.0,1
0.774,1.100,1.049,0.800,0,0.25,0,0.25,2.50,3.00,3.00,2.10,3.25,3.80,45.4,31.4,23.2,100.0,0.0,13.0,0.0,100.0,0.0,27.0,0.0,0.0,10.0,0.0,34.0,3
0.975,0.875,0.774,1.100,0,0.0,0,0.0,2.50,3.10,2.90,2.80,3.10,2.60,21.9,41.4,36.8,33.0,0.0,0.0,27.0,0.0,10.0,0.0,35.0,25.0,0.0,10.0,0.0,0
0.875,0.975,1.024,0.825,0,0.5,0,0.25,2.30,3.30,3.10,1.85,3.60,4.00,47.6,34.7,17.7,100.0,0.0,3.0,0.0,100.0,0.0,30.0,0.0,0.0,9.0,0.0,53.0,1
0.899,0.950,1.100,0.774,0,0.5,0,0.5,2.10,3.30,3.50,1.90,3.30,4.20,47.0,24.8,28.2,100.0,0.0,32.0,0.0,100.0,0.0,31.0,0.0,0.0,34.0,0.0,27.0,3
0.925,0.925,0.875,0.975,0.25,0,0.0,0.0,2.62,3.10,2.75,3.50,3.10,2.20,29.6,31.8,38.6,13.0,0.0,8.0,0.0,0.0,14.0,0.0,17.0,0.0,9.0,16.0,0.0,3
0.899,0.950,0.875,0.975,0,0.75,0,0.5,1.83,3.40,4.50,1.83,4.00,3.75,62.0,18.1,19.9,100.0,0.0,55.0,0.0,52.0,0.0,48.0,0.0,0.0,57.0,0.0,54.0,3
0.800,1.049,0.774,1.100,0,0.5,0,1.0,1.40,4.50,7.50,1.80,3.50,4.50,61.0,17.2,21.8,100.0,0.0,63.0,0.0,57.0,0.0,51.0,0.0,0.0,63.0,0.0,59.0,1
0.925,0.925,0.975,0.875,0,1.25,0,1.0,1.53,4.00,6.00,1.40,4.50,8.00,36.7,24.1,39.2,0.0,10.0,36.0,0.0,0.0,10.0,11.0,0.0,0.0,33.0,0.0,8.0,3
0.750,1.040,1.024,0.825,0,0.25,0,0.5,1.95,3.50,3.75,2.00,4.00,3.20,38.2,29.8,32.0,100.0,0.0,9.0,0.0,100.0,0.0,10.0,0.0,0.0,13.0,0.0,6.0,1
0.975,0.875,0.774,1.100,0,1.25,0,0.75,1.57,4.00,5.50,1.40,4.50,7.50,38.5,31.1,30.4,100.0,0.0,15.0,0.0,100.0,0.0,10.0,0.0,0.0,15.0,0.0,27.0,3
0.850,1.000,1.000,0.850,0,0.75,0,0.75,1.72,3.60,4.75,1.60,3.75,6.00,60.8,19.1,20.1,100.0,0.0,54.0,0.0,53.0,0.0,42.0,0.0,0.0,56.0,0.0,59.0,3
1.020,0.770,1.000,0.850,0,1.0,0,0.75,1.70,4.10,4.33,1.60,4.20,5.00,63.3,17.9,18.8,0.0,42.0,60.0,0.0,59.0,0.0,44.0,0.0,0.0,61.0,0.0,61.0,3
1.000,0.850,1.024,0.825,0,0.25,0,0.25,2.30,3.25,3.10,2.25,3.25,3.20,27.7,28.8,43.5,15.0,0.0,15.0,0.0,0.0,35.0,0.0,14.0,0.0,15.0,30.0,0.0,1
1.000,0.850,0.875,0.975,0,0.0,0,0.0,2.50,3.30,2.75,2.70,3.50,2.45,50.1,21.4,28.5,0.0,47.0,38.0,0.0,21.0,0.0,46.0,0.0,0.0,42.0,0.0,19.0,0
1.024,0.825,1.000,0.850,0,1.0,0,0.75,1.75,3.40,5.00,1.53,3.80,7.00,49.8,29.6,20.6,0.0,19.0,23.0,0.0,43.0,0.0,23.0,0.0,0.0,27.0,0.0,52.0,3
1.040,0.750,0.975,0.875,0,1.0,0,0.75,1.72,3.40,4.50,1.57,3.80,6.00,54.9,22.3,22.8,100.0,0.0,45.0,0.0,44.0,0.0,32.0,0.0,0.0,47.0,0.0,50.0,3
0.899,0.950,1.049,0.800,0,0.25,0,0.75,1.80,3.40,4.75,2.14,3.30,3.60,68.8,15.7,15.5,100.0,0.0,61.0,0.0,62.0,0.0,78.0,0.0,0.0,61.0,0.0,63.0,1
0.975,0.875,1.100,0.774,0,0.25,0,0.25,2.40,3.30,2.90,2.30,3.40,3.00,46.1,28.4,25.6,0.0,28.0,20.0,0.0,19.0,0.0,31.0,0.0,0.0,24.0,0.0,22.0,0
0.850,1.000,0.925,0.925,0,1.0,0,1.25,1.36,4.33,10.00,1.44,4.20,8.00,54.9,22.3,22.8,0.0,28.0,51.0,0.0,51.0,0.0,29.0,0.0,0.0,53.0,0.0,56.0,1
0.925,0.925,1.024,0.825,0.5,0,0.5,0,4.50,3.50,1.80,4.20,3.30,1.90,21.1,22.1,56.8,49.0,0.0,46.0,0.0,0.0,49.0,0.0,51.0,0.0,46.0,46.0,0.0,0
1.049,0.800,0.825,1.024,0,0.25,0,0.25,2.20,3.00,3.60,2.50,2.90,3.10,36.7,21.1,42.2,0.0,12.0,37.0,0.0,0.0,26.0,9.0,0.0,0.0,37.0,27.0,0.0,3
0.975,0.875,1.100,0.774,0.5,0,0.25,0,3.75,3.20,2.04,4.33,3.40,1.85,22.4,27.4,50.2,100.0,0.0,30.0,0.0,0.0,36.0,0.0,46.0,0.0,31.0,36.0,0.0,0
1.049,0.800,0.850,1.000,0,0.25,0,0.25,2.04,3.20,3.40,2.40,3.20,3.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.875,0.975,0.825,1.024,0.5,0,0,0.0,2.37,3.20,2.80,3.80,3.40,2.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.899,0.950,0.950,0.899,0,0.75,0,1.0,1.53,3.75,5.75,1.66,3.60,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.950,0.899,1.000,0.850,0,0.25,0,0.5,2.00,3.10,4.20,2.20,3.10,3.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.975,0.875,1.049,0.800,0,0.0,0,0.25,2.30,3.20,2.87,2.80,3.20,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.000,0.850,0.950,0.899,0,0.5,0,0.0,2.60,3.40,2.62,1.95,3.50,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1.070,0.720,0.825,1.024,0,1.0,0,0.5,1.83,3.20,4.75,1.60,3.60,6.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.975,0.875,0.899,0.950,0.5,0,0.75,0,5.00,3.80,1.66,4.20,3.75,1.80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.020,0.770,0.975,0.875,0,1.0,0,1.0,1.50,3.75,7.50,1.61,3.60,6.00,55.3,19.0,25.8,0.0,32.0,53.0,0.0,40.0,0.0,35.0,0.0,0.0,55.0,0.0,47.0,1
0.975,0.875,0.875,0.975,0,0.5,0,0.25,2.20,3.20,3.40,1.95,3.50,3.80,56.8,25.2,17.9,100.0,0.0,34.0,0.0,100.0,0.0,49.0,0.0,0.0,35.0,0.0,53.0,3
0.950,0.850,1.024,0.774,0,0.75,0,1.25,1.44,4.75,6.00,1.66,4.00,4.75,80.4,7.4,12.2,100.0,0.0,86.0,0.0,100.0,0.0,69.0,0.0,0.0,87.0,0.0,79.0,1
0.925,0.875,1.100,0.700,0,0.25,0,0.75,1.85,3.60,4.00,2.20,3.60,3.00,53.0,17.5,29.5,100.0,0.0,50.0,0.0,100.0,0.0,48.0,0.0,0.0,54.0,0.0,21.0,3
1.000,0.850,0.774,1.100,0,0.5,0,0.5,1.80,3.30,4.75,2.00,3.20,4.00,37.4,34.3,28.3,100.0,0.0,0.0,4.0,100.0,0.0,3.0,0.0,3.0,0.0,0.0,12.0,1
1.024,0.825,0.825,1.024,0,0.5,0,0.5,1.83,3.40,4.50,2.04,3.30,3.60,71.9,15.8,12.3,0.0,74.0,61.0,0.0,70.0,0.0,77.0,0.0,0.0,62.0,0.0,72.0,3
1.000,0.800,1.024,0.825,0,1.5,0,1.0,1.53,3.60,7.50,1.36,4.20,11.00,49.2,23.9,26.9,0.0,15.0,40.0,0.0,32.0,0.0,19.0,0.0,0.0,44.0,0.0,43.0,1
1.024,0.825,0.825,1.024,0,0.5,0,0.0,2.60,3.00,2.90,2.04,3.20,3.75,64.5,21.1,14.4,0.0,65.0,50.0,0.0,68.0,0.0,64.0,0.0,0.0,50.0,0.0,69.0,0
0.875,0.925,0.950,0.850,0,0.0,0,0.25,2.20,3.50,3.10,2.50,3.40,2.70,24.1,31.2,44.8,100.0,0.0,7.0,0.0,0.0,33.0,0.0,26.0,0.0,11.0,35.0,0.0,0
1.000,0.850,1.000,0.850,0,0.5,0,0.5,2.00,3.20,4.00,2.10,3.30,3.60,39.8,28.4,31.9,0.0,13.0,15.0,0.0,4.0,0.0,13.0,0.0,0.0,16.0,0.0,7.0,1
0.899,0.950,0.975,0.875,0,0.25,0,0.5,1.95,3.20,4.20,2.20,3.10,3.50,39.4,30.9,29.8,0.0,18.0,12.0,0.0,10.0,0.0,16.0,0.0,0.0,11.0,0.0,15.0,1
0.875,0.975,1.049,0.800,0,0.25,0,0.75,1.75,3.50,4.75,2.25,3.20,3.40,49.3,19.6,31.2,0.0,34.0,43.0,0.0,6.0,0.0,38.0,0.0,0.0,43.0,0.0,13.0,0
1.040,0.750,1.125,0.750,0,0.5,0,0.5,2.14,3.25,3.40,2.04,3.40,3.70,43.5,28.6,27.9,100.0,0.0,16.0,0.0,18.0,0.0,23.0,0.0,0.0,18.0,0.0,21.0,1
1.100,0.774,0.825,1.024,0,0.25,0.25,0.0,3.20,3.10,2.30,2.60,2.80,3.10,36.5,21.6,41.9,100.0,0.0,35.0,0.0,0.0,27.0,7.0,0.0,0.0,37.0,26.0,0.0,3
1.024,0.825,0.975,0.875,0,0.75,0,0.5,1.95,3.20,4.20,1.72,3.50,5.00,35.3,18.1,46.6,100.0,0.0,44.0,0.0,100.0,0.0,11.0,0.0,0.0,44.0,29.0,0.0,3
0.925,0.925,0.975,0.875,0,0.75,0,0.75,1.72,3.50,5.00,1.66,3.75,5.00,38.5,37.5,24.0,0.0,9.0,0.0,7.0,31.0,0.0,12.0,0.0,0.0,0.0,0.0,34.0,3
0.875,0.975,1.024,0.825,0,0.25,0,0.5,2.00,3.20,4.00,2.10,3.30,3.50,54.0,19.3,26.7,100.0,0.0,47.0,0.0,24.0,0.0,49.0,0.0,0.0,47.0,0.0,27.0,1
0.975,0.875,1.149,0.725,0,0.75,0,1.25,1.50,3.80,7.50,1.72,3.70,5.75,56.3,18.9,24.8,0.0,39.0,56.0,0.0,43.0,0.0,40.0,0.0,0.0,56.0,0.0,50.0,3
0.825,1.024,0.975,0.875,0,1.0,0,1.5,1.40,4.50,8.00,1.44,4.50,8.50,58.7,16.4,24.9,0.0,28.0,63.0,0.0,44.0,0.0,32.0,0.0,0.0,65.0,0.0,52.0,1
0.720,1.070,0.875,0.975,0.25,0.0,0,0.0,2.62,3.20,2.70,2.87,3.10,2.54,27.8,37.9,34.3,100.0,0.0,0.0,13.0,0.0,6.0,0.0,18.0,11.0,0.0,4.0,0.0,0
0.950,0.899,1.024,0.825,0,0.25,0,0.25,2.37,3.20,3.00,2.37,3.20,3.00,26.2,47.1,26.7,17.0,0.0,0.0,44.0,19.0,0.0,0.0,19.0,43.0,0.0,0.0,18.0,3
0.975,0.875,1.024,0.825,0,0.75,0,0.75,1.72,3.50,5.00,1.70,3.50,5.25,57.7,19.0,23.3,0.0,40.0,54.0,0.0,43.0,0.0,43.0,0.0,0.0,55.0,0.0,47.0,3
0.975,0.875,0.925,0.925,0,1.0,0,0.75,1.66,3.50,5.50,1.57,3.60,6.50,50.9,28.6,20.5,0.0,22.0,26.0,0.0,49.0,0.0,25.0,0.0,0.0,30.0,0.0,51.0,3
0.975,0.875,1.000,0.850,0.5,0,0.25,0,3.50,3.20,2.14,4.33,3.25,1.90,28.9,17.4,53.7,20.0,0.0,53.0,0.0,0.0,39.0,0.0,29.0,0.0,55.0,45.0,0.0,0
0.925,0.925,1.024,0.825,0,1.5,0,1.25,1.44,4.50,6.50,1.30,5.50,9.00,41.7,20.4,37.9,100.0,0.0,48.0,0.0,0.0,1.0,15.0,0.0,0.0,50.0,0.0,20.0,3
0.825,1.024,1.000,0.850,0,0.0,0,0.25,2.30,3.20,3.10,2.54,3.20,2.80,44.5,19.7,35.8,100.0,0.0,41.0,0.0,0.0,0.0,32.0,0.0,0.0,44.0,2.0,0.0,3
0.925,0.925,0.774,1.100,0,0.25,0,0.0,2.25,3.30,2.87,2.20,3.50,3.10,31.8,45.0,23.2,4.0,0.0,0.0,40.0,28.0,0.0,0.0,1.0,34.0,0.0,0.0,29.0,3
0.950,0.899,1.100,0.774,0,0.25,0,0.5,2.10,3.20,3.60,2.25,3.20,3.30,41.5,23.9,34.5,100.0,0.0,28.0,0.0,0.0,1.0,21.0,0.0,0.0,31.0,1.0,0.0,3
0.950,0.899,0.800,1.000,0.25,0,0.75,0,4.50,3.50,1.70,3.40,3.30,2.14,9.9,13.3,76.8,78.0,0.0,66.0,0.0,0.0,89.0,0.0,77.0,0.0,68.0,86.0,0.0,3
0.899,0.950,1.024,0.825,0,0.5,0,0.75,1.75,3.40,5.00,1.90,3.40,4.00,16.4,70.3,13.3,46.0,0.0,0.0,126.0,56.0,0.0,0.0,46.0,127.0,0.0,0.0,59.0,3
1.000,0.850,0.875,0.975,0,1.25,0,0.75,1.66,3.60,5.50,1.44,4.20,7.50,52.8,34.2,13.0,100.0,0.0,22.0,0.0,100.0,0.0,22.0,0.0,0.0,24.0,0.0,73.0,1
0.850,1.000,1.024,0.825,0,0.0,0,0.0,2.75,3.10,2.45,2.62,3.00,2.87,80.6,11.0,8.4,100.0,0.0,67.0,0.0,75.0,0.0,131.0,0.0,0.0,69.0,0.0,76.0,3
